0.43,0.431,0.432,0.433,0.434,0.435,0.436,0.437,0.438,0.439
0.474284,0.495117,0.453776,0.507487,0.564779,0.469076,0.484701,0.878581,0.857096,0.85319
0.541341,0.473958,0.512044,0.817383,0.486654,0.463216,0.509766,0.469076,0.550456,0.861654
0.527995,0.524414,0.462891,0.882487,0.532227,0.534831,0.589844,0.530273,0.491211,0.871745
0.514323,0.919922,0.501302,0.541992,0.544922,0.473307,0.484375,0.498698,0.463542,0.948893
0.476562,0.487956,0.479818,0.455404,0.537435,0.523763,0.469076,0.942708,0.561523,0.955404
0.520182,0.471354,0.523438,0.464844,0.439128,0.470378,0.618815,0.947917,0.915039,0.47819
0.458659,0.457031,0.441406,0.640625,0.504232,0.462891,0.486979,0.929688,0.891276,0.456706
0.473307,0.648112,0.452474,0.473307,0.499674,0.436523,0.472331,0.909505,0.923177,0.478841
0.484049,0.43457,0.480469,0.50651,0.500651,0.41276,0.527669,0.888021,0.910156,0.636719
0.452474,0.450521,0.434245,0.512695,0.491536,0.47168,0.624349,0.891276,0.463542,0.940755
0.450195,0.437826,0.466471,0.454102,0.488281,0.430664,0.619141,0.940755,0.44401,0.869466
0.452474,0.47819,0.447591,0.471354,0.611979,0.505534,0.474609,0.832031,0.505534,0.932617
0.474935,0.462565,0.522786,0.500651,0.458333,0.460938,0.504232,0.916667,0.524089,0.919271
0.468099,0.476237,0.468424,0.505208,0.459635,0.44043,0.498047,0.496094,0.445964,0.943359
0.48112,0.504557,0.416992,0.467773,0.456706,0.944336,0.88737,0.471029,0.449544,0.447917
0.428385,0.46224,0.440104,0.449219,0.434896,0.931641,0.859049,0.892578,0.542969,0.476562
0.483073,0.447917,0.404622,0.489909,0.46875,0.426432,0.908854,0.871419,0.919922,0.536133
0.553385,0.470052,0.939453,0.465169,0.392904,0.488607,0.866862,0.422526,0.900065,0.455729
0.498047,0.426107,0.908854,0.448242,0.483724,0.568359,0.696615,0.901367,0.954753,0.522461
0.536458,0.485677,0.696615,0.424805,0.566732,0.473307,0.953776,0.779948,0.925781,0.447591
0.470378,0.509115,0.679688,0.494141,0.472656,0.515951,0.887044,0.452474,0.932617,0.868815
0.460612,0.516276,0.894531,0.493815,0.523763,0.486328,0.660482,0.485352,0.928711,0.88737
0.45638,0.534831,0.63444,0.522135,0.492188,0.930013,0.877279,0.497396,0.920898,0.953451
0.516927,0.448568,0.873047,0.495117,0.972982,0.490885,0.614258,0.487305,0.969076,0.943034
0.494792,0.516602,0.520508,0.466146,0.641276,0.966146,0.875326,0.517904,0.943359,0.967122
0.491536,0.472982,0.455729,0.478516,0.869141,0.970378,0.959961,0.500326,0.628906,0.911458
0.478841,0.573568,0.609049,0.513997,0.456055,0.944336,0.898763,0.518555,0.833333,0.941081
0.584635,0.470703,0.796549,0.475586,0.582031,0.486328,0.924479,0.908203,0.494792,0.909831
0.485352,0.445638,0.51237,0.553385,0.59375,0.496094,0.909831,0.793945,0.921875,0.949219
0.479818,0.557292,0.486979,0.447266,0.952799,0.433919,0.596354,0.901367,0.880208,0.898112
0.472982,0.443034,0.811523,0.494466,0.898438,0.537435,0.611328,0.844076,0.486654,0.928385
0.526367,0.488607,0.465495,0.81901,0.586914,0.405273,0.93099,0.906576,0.454102,0.881836
0.42513,0.460286,0.432617,0.516927,0.555013,0.816406,0.859375,0.914388,0.522135,0.939128
0.444661,0.547526,0.541667,0.565104,0.44694,0.851237,0.938802,0.465495,0.455078,0.852539
0.520182,0.455729,0.445312,0.468099,0.497396,0.54362,0.823893,0.876628,0.489258,0.938802
0.462891,0.467448,0.455729,0.469076,0.49707,0.882487,0.460286,0.530924,0.556641,0.932943
0.501953,0.53418,0.523112,0.479167,0.447266,0.443685,0.538086,0.945638,0.909831,0.889974
0.511068,0.495117,0.461263,0.500326,0.504557,0.460286,0.426758,0.892253,0.939128,0.916016
0.477539,0.491862,0.472656,0.53776,0.440755,0.464518,0.495768,0.85026,0.952474,0.929036
0.497396,0.525065,0.471354,0.486979,0.482422,0.476237,0.444336,0.950195,0.917643,0.516927
0.519206,0.470378,0.476888,0.514974,0.397461,0.465169,0.477865,0.434896,0.911458,0.558919
0.464844,0.507487,0.44043,0.503581,0.529622,0.487956,0.472656,0.438477,0.950521,0.582031
0.432943,0.482422,0.505208,0.524414,0.463867,0.588216,0.514974,0.495768,0.951497,0.491536
0.459635,0.450521,0.522135,0.540039,0.485352,0.512695,0.910807,0.495443,0.576497,0.508789
0.467448,0.466797,0.478516,0.522461,0.488607,0.479818,0.521484,0.880534,0.515299,0.486003
0.455729,0.500651,0.49349,0.492188,0.495768,0.484375,0.942383,0.484375,0.513997,0.496745
