Beta,Avg Plaq,Plaq Sus,Jackknife Action SD,Jackknife Sus SD
0.432,0.4789837587,0.00026084988715607425,0.00021518764213043876,3.9955311496820906e-06
0.4325,0.47981233600000006,0.00026128910453250396,0.0001987484847054607,4.889385630666004e-06
0.433,0.48028398400000005,0.00025316146969174395,0.00040485445055160623,7.004027036539029e-06
0.4335,0.4821203837,0.00029669654990447427,0.0002591853973085313,3.159388050025996e-05
0.434,0.48425486519999994,0.0006973282602214289,0.0006517358458934092,0.0002519354992864965
0.4345,0.4839730871,0.00025851184673791357,0.0002924600106998939,5.010744311731788e-06
0.435,0.4850101798,0.00027774462493987195,0.00028716127776674447,1.5980624671724483e-05
0.4355,0.5672361001,0.027225396161409687,0.004903293585235033,0.001249783789805129
0.436,0.8305640867,0.02507140625865498,0.005089597820449463,0.00138996079406078
0.4365,0.8959382451,0.0034864567936872264,0.0011630503244074433,0.0004486674710508316
0.437,0.9036325086999999,0.0010705742792045242,0.0005676267231147476,0.0001777628497757475
0.4375,0.9072201917999999,0.0003438531756864128,0.00037143169742632733,3.4289909350907064e-05
0.438,0.9081105059000001,0.00028478944102196523,0.0004837367224134484,9.25627872650488e-06
0.4385,0.9091286919,0.0002765874117365744,0.0002161450110953969,5.572201684045213e-06
0.439,0.9101162556,0.0002673201929500686,0.00020770958987422153,5.312780163845164e-06
0.4395,0.9114998561000001,0.00026301009629079277,0.00030693753276986904,5.9692470732486545e-06
0.44,0.9122602356999999,0.0002560791528793455,0.00019760852932459102,4.2073758293001275e-06
0.4405,0.9126061588000001,0.00025873448280618256,0.00028657649385782175,4.702151237548759e-06
0.441,0.9142580412,0.00024500026656310253,0.00019371169509959933,4.264034708519558e-06
0.4415,0.9159268907,0.00023668293317595347,0.0003562580879863516,8.08731055775519e-06
