Beta,Avg Plaq,Plaq Sus,Jackknife Action SD,Jackknife Sus SD
0.438475,0.6065087055454168,128.94179195008147,0.0013311852867555064,0.9202306382173966
0.43847505005005005,0.6065151429037369,128.94629526194583,0.001331223750007196,0.9202112456947099
0.4384751001001001,0.6065215804865027,128.95079843352417,0.0013312622121226818,0.9201918474235782
0.43847515015015015,0.6065280182937074,128.95530146477947,0.0013313006731014534,0.9201724434040135
0.4384752002002002,0.6065344563253435,128.95980435567478,0.0013313391329431677,0.9201530336361206
0.43847525025025025,0.6065408945814044,128.96430710617315,0.0013313775916477546,0.9201336181198596
0.4384753003003003,0.6065473330618827,128.96880971623767,0.0013314160492146542,0.9201141968552723
0.43847535035035035,0.6065537717667717,128.9733121858312,0.001331454505643499,0.920094769842374
0.4384754004004004,0.6065602106960641,128.97781451491693,0.0013314929609339029,0.9200753370811963
0.43847545045045044,0.6065666498497532,128.98231670345777,0.0013315314150857906,0.9200558985717631
0.4384755005005005,0.6065730892278316,128.98681875141676,0.0013315698680985166,0.9200364543140996
0.43847555055055054,0.6065795288302925,128.99132065875702,0.0013316083199719007,0.9200170043082299
0.4384756006006006,0.6065859686571288,128.99582242544145,0.001331646770705607,0.919997548554183
0.43847565065065064,0.6065924087083334,129.0003240514331,0.0013316852202993291,0.9199780870519704
0.4384757007007007,0.6065988489838993,129.00482553669502,0.001331723668752588,0.9199586198016053
0.43847575075075074,0.6066052894838194,129.00932688119025,0.001331762116065187,0.9199391468031607
0.4384758008008008,0.6066117302080868,129.0138280848817,0.001331800562236716,0.9199196680566236
0.43847585085085083,0.6066181711566944,129.01832914773252,0.0013318390072667697,0.9199001835620272
0.4384759009009009,0.606624612329635,129.0228300697056,0.0013318774511551846,0.9198806933194179
0.43847595095095093,0.606631053726902,129.02733085076406,0.0013319158939014948,0.9198611973287681
0.438476001001001,0.6066374953484877,129.03183149087084,0.0013319543355053884,0.9198416955901737
0.43847605105105103,0.6066439371943855,129.03633198998898,0.0013319927759665008,0.919822188103602
0.4384761011011011,0.606650379264588,129.04083234808147,0.001332031215284517,0.9198026748691096
0.43847615115115113,0.6066568215590885,129.04533256511135,0.0013320696534590342,0.9197831558867043
0.43847620120120123,0.6066632640778797,129.04983264104158,0.0013321080904899456,0.9197636311564547
0.4384762512512513,0.6066697068209548,129.0543325758352,0.0013321465263765927,0.9197441006783299
0.43847630130130133,0.6066761497883064,129.0588323694552,0.0013321849611189136,0.9197245644523777
0.4384763513513514,0.6066825929799277,129.0633320218646,0.0013322233947161966,0.9197050224786625
0.4384764014014014,0.6066890363958114,129.0678315330264,0.0013322618271686248,0.9196854747571448
0.4384764514514515,0.6066954800359506,129.0723309029036,0.0013323002584753945,0.9196659212879014
0.4384765015015015,0.6067019239003383,129.0768301314592,0.0013323386886364725,0.9196463620709402
0.4384765515515516,0.6067083679889672,129.08132921865615,0.0013323771176512868,0.9196267971062986
0.4384766016016016,0.6067148123018304,129.08582816445755,0.0013324155455196206,0.9196072263940086
0.43847665165165167,0.6067212568389208,129.09032696882633,0.0013324539722412198,0.9195876499340693
0.4384767017017017,0.6067277016002312,129.09482563172548,0.0013324923978155086,0.9195680677265676
0.43847675175175177,0.6067341465857545,129.099324153118,0.0013325308222423803,0.9195484797714197
0.4384768018018018,0.6067405917954839,129.10382253296694,0.0013325692455213745,0.9195288860687914
