0.4385,0.43855,0.4386,0.43865,0.4387,0.43875,0.4388,0.43885,0.4389,0.43895,0.439,0.43905,0.4391,0.43915,0.4392,0.43925,0.4393,0.43935,0.4394,0.43945
0.884667,0.514667,0.8396,0.522,0.551067,0.516667,0.489333,0.483333,0.529067,0.488133,0.524133,0.925733,0.929067,0.921867,0.468133,0.456133,0.939067,0.928267,0.925467,0.9048
0.4996,0.938,0.924667,0.502667,0.9256,0.4612,0.487467,0.906533,0.936133,0.938533,0.527733,0.487067,0.564667,0.449067,0.511067,0.482,0.5208,0.888533,0.916933,0.938267
0.5204,0.555867,0.503067,0.493067,0.9248,0.498667,0.903733,0.908667,0.5412,0.447467,0.929733,0.505867,0.484,0.4648,0.5096,0.934267,0.94,0.92,0.888133,0.9348
0.497067,0.927867,0.4996,0.488933,0.884133,0.914133,0.944533,0.518133,0.483867,0.476133,0.541467,0.936933,0.508,0.926933,0.898133,0.578933,0.525333,0.9424,0.896533,0.451067
0.88,0.526667,0.558667,0.930533,0.513467,0.928933,0.494533,0.456933,0.496533,0.946267,0.9308,0.449733,0.487067,0.9328,0.539067,0.546,0.910267,0.9052,0.946667,0.476
0.5052,0.507333,0.5276,0.927733,0.486933,0.511333,0.456533,0.923333,0.485333,0.525067,0.523733,0.474533,0.9192,0.466133,0.931733,0.908133,0.928267,0.9416,0.896,0.944267
0.470533,0.471067,0.8968,0.5084,0.4852,0.470533,0.517467,0.453867,0.9328,0.472133,0.912667,0.9316,0.503067,0.491867,0.499067,0.9276,0.940667,0.9236,0.9368,0.937733
0.4848,0.458,0.907333,0.499467,0.497067,0.512667,0.485067,0.482933,0.4788,0.451467,0.928933,0.498667,0.921733,0.913867,0.507067,0.9316,0.929467,0.9492,0.947867,0.939733
0.503067,0.468667,0.490133,0.936,0.532667,0.500933,0.921333,0.901733,0.930133,0.462933,0.482667,0.480667,0.911467,0.489067,0.493333,0.8456,0.923867,0.956267,0.940933,0.472533
0.517867,0.4952,0.5008,0.947867,0.4868,0.905867,0.8724,0.500667,0.476267,0.914667,0.9108,0.9244,0.4724,0.466267,0.924533,0.4744,0.4832,0.953333,0.913333,0.485733
0.469467,0.518533,0.4848,0.948667,0.918933,0.473333,0.472133,0.480267,0.493867,0.917333,0.479333,0.880933,0.898667,0.910933,0.488267,0.4584,0.478,0.930533,0.9224,0.916
0.927333,0.500267,0.456133,0.4848,0.4988,0.455067,0.459333,0.470933,0.492,0.906,0.467867,0.490267,0.925733,0.894667,0.901467,0.907467,0.9292,0.923067,0.942,0.4924
0.496133,0.944933,0.496933,0.4944,0.490933,0.459867,0.4924,0.460533,0.498667,0.913733,0.4584,0.455067,0.881733,0.937067,0.9092,0.918533,0.923867,0.9224,0.920933,0.5372
0.511333,0.478267,0.550267,0.481467,0.4888,0.4756,0.481867,0.918133,0.942267,0.456267,0.892667,0.925467,0.520933,0.892533,0.467733,0.919867,0.490667,0.935067,0.916133,0.922267
0.4904,0.491333,0.473333,0.9252,0.503867,0.934933,0.936667,0.933333,0.513867,0.479333,0.481867,0.913733,0.468933,0.9232,0.891067,0.5112,0.484133,0.453333,0.9072,0.909733
0.5136,0.4984,0.482667,0.481733,0.900267,0.5188,0.865333,0.464667,0.468,0.926533,0.920267,0.920267,0.9156,0.930267,0.474133,0.488,0.925067,0.474267,0.4988,0.9152
0.4828,0.5052,0.509733,0.890267,0.478667,0.4768,0.918267,0.470533,0.9228,0.4956,0.476133,0.9452,0.830933,0.4788,0.941333,0.523067,0.926667,0.914533,0.4692,0.9112
0.458667,0.5316,0.477467,0.457333,0.927333,0.9396,0.4936,0.899467,0.8488,0.497867,0.487333,0.932667,0.902667,0.488,0.4768,0.9156,0.481067,0.482667,0.920267,0.930133
0.544267,0.484533,0.943867,0.919333,0.482,0.918133,0.484133,0.5196,0.898,0.935467,0.498667,0.929733,0.498,0.908933,0.906133,0.476267,0.495333,0.495733,0.8888,0.504533
0.907467,0.523067,0.4984,0.4824,0.882267,0.480667,0.516267,0.4896,0.4896,0.4832,0.922267,0.894933,0.478,0.9108,0.458133,0.935067,0.908133,0.933333,0.907333,0.494
0.452667,0.902267,0.4836,0.535333,0.493733,0.528667,0.927333,0.904933,0.490133,0.486,0.4844,0.476933,0.501067,0.911733,0.9476,0.911733,0.9044,0.904,0.4876,0.904933
0.9468,0.903733,0.888667,0.495733,0.516933,0.893333,0.4456,0.9132,0.528533,0.88,0.505067,0.5108,0.932267,0.4724,0.497467,0.478,0.907333,0.484933,0.492133,0.926533
