Beta,Avg Plaq,Plaq Sus,Jackknife Action SD,Jackknife Sus SD
0.428,0.6243729455000001,19.521783747941825,0.002987632851602435,0.19631066566507102
0.429,0.6484180045,20.366776732295794,0.002223865475024117,0.13456880018128553
0.43,0.6690777828000001,20.892685361081764,0.002382441522868025,0.14038739979768428
0.431,0.6882738706,21.084381339537316,0.0031007070052719416,0.14145174649759198
0.432,0.7098300451999999,20.885813165243984,0.0026205467148741803,0.1569081574162679
0.433,0.7333442424,20.340124485721848,0.0028905215410635686,0.16045952962702134
0.434,0.7540405386000001,19.527079852019025,0.0026937262392842235,0.1726572990040923
0.435,0.7714888920999999,18.416237021081386,0.0027256621349783993,0.18033899861615274
0.436,0.7856146134,17.467256527835247,0.0028878241002936057,0.25637726761757484
0.437,0.8040886899999999,15.8934896570758,0.002353742203601872,0.2557389330992551
