beta,avg_plaq,plaq_var,avg_sus,sus_var,binder_cum,binder_var
0.43784,0.492566,2.2396e-08,0.000621325,2.79189e-11,-0.222232,0.00342904
0.43785,0.49259,2.24141e-08,0.000621561,2.81396e-11,-0.222854,0.00344746
0.43786,0.492613,2.24324e-08,0.000621796,2.83628e-11,-0.223479,0.00346588
0.43787,0.492636,2.24507e-08,0.000622032,2.85884e-11,-0.224106,0.00348431
0.43788,0.49266,2.24692e-08,0.000622268,2.88166e-11,-0.224737,0.00350274
0.43789,0.492683,2.24878e-08,0.000622505,2.90473e-11,-0.225371,0.00352117
0.4379,0.492706,2.25065e-08,0.000622742,2.92806e-11,-0.226008,0.00353961
0.43791,0.49273,2.25253e-08,0.00062298,2.95164e-11,-0.226649,0.00355804
0.43792,0.492753,2.25442e-08,0.000623217,2.97549e-11,-0.227292,0.00357648
0.43793,0.492776,2.25633e-08,0.000623455,2.99961e-11,-0.227938,0.00359491
0.43794,0.4928,2.25825e-08,0.000623694,3.024e-11,-0.228588,0.00361334
0.43795,0.492823,2.26018e-08,0.000623933,3.04866e-11,-0.22924,0.00363176
0.43796,0.492846,2.26212e-08,0.000624172,3.0736e-11,-0.229896,0.00365018
0.43797,0.49287,2.26407e-08,0.000624412,3.09882e-11,-0.230555,0.00366859
0.43798,0.492893,2.26604e-08,0.000624652,3.12432e-11,-0.231217,0.00368699
0.43799,0.492917,2.26802e-08,0.000624892,3.15011e-11,-0.231882,0.00370538
0.438,0.49294,2.27001e-08,0.000625133,3.17619e-11,-0.232551,0.00372375
0.43801,0.492964,2.27202e-08,0.000625374,3.20256e-11,-0.233222,0.00374212
0.43802,0.492987,2.27404e-08,0.000625616,3.22923e-11,-0.233898,0.00376046
0.43803,0.493011,2.27607e-08,0.000625858,3.25621e-11,-0.234576,0.00377879
0.43804,0.493034,2.27812e-08,0.0006261,3.28349e-11,-0.235257,0.00379711
0.43805,0.493058,2.28017e-08,0.000626343,3.31107e-11,-0.235942,0.0038154
0.43806,0.493081,2.28225e-08,0.000626586,3.33897e-11,-0.236631,0.00383367
0.43807,0.493105,2.28433e-08,0.000626829,3.36719e-11,-0.237322,0.00385192
0.43808,0.493128,2.28643e-08,0.000627073,3.39572e-11,-0.238017,0.00387014
0.43809,0.493152,2.28854e-08,0.000627317,3.42458e-11,-0.238716,0.00388834
0.4381,0.493175,2.29067e-08,0.000627562,3.45377e-11,-0.239417,0.00390651
0.43811,0.493199,2.29281e-08,0.000627807,3.48329e-11,-0.240122,0.00392465
0.43812,0.493222,2.29497e-08,0.000628053,3.51315e-11,-0.240831,0.00394276
0.43813,0.493246,2.29714e-08,0.000628298,3.54334e-11,-0.241543,0.00396084
0.43814,0.493269,2.29932e-08,0.000628545,3.57389e-11,-0.242259,0.00397888
0.43815,0.493293,2.30152e-08,0.000628791,3.60478e-11,-0.242978,0.00399689
0.43816,0.493316,2.30374e-08,0.000629039,3.63602e-11,-0.2437,0.00401486
0.43817,0.49334,2.30597e-08,0.000629286,3.66762e-11,-0.244426,0.0040328
0.43818,0.493364,2.30821e-08,0.000629534,3.69958e-11,-0.245156,0.00405069
0.43819,0.493387,2.31047e-08,0.000629782,3.73191e-11,-0.245889,0.00406854
0.4382,0.493411,2.31275e-08,0.000630031,3.76461e-11,-0.246626,0.00408635
0.43821,0.493435,2.31504e-08,0.00063028,3.79769e-11,-0.247366,0.00410411
0.43822,0.493458,2.31735e-08,0.00063053,3.83114e-11,-0.24811,0.00412183
0.43823,0.493482,2.31967e-08,0.00063078,3.86498e-11,-0.248858,0.0041395
0.43824,0.493505,2.32201e-08,0.00063103,3.89921e-11,-0.249609,0.00415711
0.43825,0.493541,3.0494e-08,0.000623404,2.86946e-11,-0.0998251,0.000149266
0.43826,0.493565,3.05218e-08,0.000623608,2.87549e-11,-0.0998493,0.000149624
0.43827,0.493588,3.05496e-08,0.000623812,2.88154e-11,-0.0998733,0.000149982
0.43828,0.493611,3.05776e-08,0.000624017,2.88761e-11,-0.0998973,0.000150342
0.43829,0.493635,3.06057e-08,0.000624222,2.8937e-11,-0.0999213,0.000150703
0.4383,0.493658,3.06339e-08,0.000624427,2.89982e-11,-0.0999452,0.000151065
0.43831,0.493682,3.06621e-08,0.000624632,2.90596e-11,-0.099969,0.000151428
0.43832,0.493705,3.06905e-08,0.000624837,2.91212e-11,-0.0999928,0.000151792
0.43833,0.493729,3.0719e-08,0.000625042,2.91831e-11,-0.100017,0.000152157
0.43834,0.493752,3.07476e-08,0.000625248,2.92452e-11,-0.10004,0.000152523
0.43835,0.493775,3.07763e-08,0.000625454,2.93075e-11,-0.100064,0.00015289
0.43836,0.493799,3.0805e-08,0.00062566,2.93701e-11,-0.100087,0.000153259
0.43837,0.493822,3.08339e-08,0.000625866,2.94329e-11,-0.100111,0.000153628
0.43838,0.493846,3.08629e-08,0.000626072,2.9496e-11,-0.100134,0.000153998
0.43839,0.493869,3.0892e-08,0.000626278,2.95592e-11,-0.100158,0.000154369
0.4384,0.493893,3.09212e-08,0.000626485,2.96228e-11,-0.100181,0.000154742
0.43841,0.493916,3.09505e-08,0.000626692,2.96865e-11,-0.100204,0.000155115
0.43842,0.49394,3.09799e-08,0.000626899,2.97505e-11,-0.100228,0.00015549
0.43843,0.493963,3.10094e-08,0.000627106,2.98148e-11,-0.100251,0.000155865
0.43844,0.493987,3.10391e-08,0.000627313,2.98793e-11,-0.100274,0.000156242
0.43845,0.49401,3.10688e-08,0.00062752,2.9944e-11,-0.100297,0.00015662
0.43846,0.494034,3.10986e-08,0.000627728,3.0009e-11,-0.10032,0.000156998
0.43847,0.494057,3.11285e-08,0.000627936,3.00742e-11,-0.100343,0.000157378
0.43848,0.494081,3.11586e-08,0.000628144,3.01397e-11,-0.100366,0.000157759
0.43849,0.494105,3.11887e-08,0.000628352,3.02054e-11,-0.100389,0.000158141
0.4385,0.494128,3.1219e-08,0.00062856,3.02714e-11,-0.100411,0.000158524
0.43851,0.494152,3.12494e-08,0.000628768,3.03376e-11,-0.100434,0.000158908
0.43852,0.494175,3.12798e-08,0.000628977,3.04041e-11,-0.100457,0.000159293
0.43853,0.494199,3.13104e-08,0.000629186,3.04708e-11,-0.100479,0.000159679
0.43854,0.494222,3.13411e-08,0.000629395,3.05378e-11,-0.100502,0.000160066
0.43855,0.494246,3.13719e-08,0.000629604,3.0605e-11,-0.100524,0.000160454
0.43856,0.49427,3.14028e-08,0.000629813,3.06725e-11,-0.100547,0.000160843
0.43857,0.494293,3.14338e-08,0.000630022,3.07403e-11,-0.100569,0.000161234
0.43858,0.494317,3.14649e-08,0.000630232,3.08083e-11,-0.100591,0.000161625
0.43859,0.494341,3.14962e-08,0.000630442,3.08765e-11,-0.100613,0.000162018
0.4386,0.494364,3.15275e-08,0.000630652,3.09451e-11,-0.100636,0.000162411
0.43861,0.494388,3.1559e-08,0.000630862,3.10139e-11,-0.100658,0.000162806
0.43862,0.494412,3.15905e-08,0.000631072,3.10829e-11,-0.10068,0.000163202
0.43863,0.494435,3.16222e-08,0.000631282,3.11522e-11,-0.100702,0.000163598
0.43864,0.494459,3.1654e-08,0.000631493,3.12218e-11,-0.100724,0.000163996
0.43865,0.494483,3.16859e-08,0.000631704,3.12917e-11,-0.100745,0.000164395
0.43866,0.494506,3.17179e-08,0.000631915,3.13618e-11,-0.100767,0.000164795
0.43867,0.49453,3.17501e-08,0.000632126,3.14322e-11,-0.100789,0.000165196
0.43868,0.494554,3.17823e-08,0.000632337,3.15028e-11,-0.100811,0.000165598
0.43869,0.494577,3.18147e-08,0.000632549,3.15738e-11,-0.100832,0.000166001
0.4387,0.494601,3.18471e-08,0.00063276,3.1645e-11,-0.100854,0.000166406
0.43871,0.494625,3.18797e-08,0.000632972,3.17165e-11,-0.100875,0.000166811
0.43872,0.494649,3.19124e-08,0.000633184,3.17882e-11,-0.100896,0.000167217
0.43873,0.494672,3.19452e-08,0.000633396,3.18602e-11,-0.100918,0.000167625
0.43874,0.494696,3.19781e-08,0.000633608,3.19326e-11,-0.100939,0.000168033
0.43875,0.494824,3.93492e-08,0.000639754,5.57082e-11,-0.239265,0.00337245
0.43876,0.494848,3.94149e-08,0.000640011,5.60131e-11,-0.239965,0.00339258
0.43877,0.494872,3.94809e-08,0.000640268,5.63208e-11,-0.240669,0.00341276
0.43878,0.494896,3.95472e-08,0.000640526,5.66312e-11,-0.241376,0.00343299
0.43879,0.49492,3.96137e-08,0.000640784,5.69445e-11,-0.242086,0.00345328
0.4388,0.494945,3.96805e-08,0.000641042,5.72607e-11,-0.242799,0.00347361
0.43881,0.494969,3.97476e-08,0.000641301,5.75797e-11,-0.243515,0.003494
0.43882,0.494993,3.9815e-08,0.000641561,5.79017e-11,-0.244234,0.00351444
0.43883,0.495017,3.98827e-08,0.00064182,5.82266e-11,-0.244957,0.00353492
0.43884,0.495041,3.99506e-08,0.000642081,5.85545e-11,-0.245683,0.00355545
0.43885,0.495065,4.00188e-08,0.000642341,5.88855e-11,-0.246412,0.00357603
0.43886,0.495089,4.00874e-08,0.000642602,5.92195e-11,-0.247144,0.00359666
0.43887,0.495113,4.01562e-08,0.000642864,5.95565e-11,-0.247879,0.00361732
0.43888,0.495137,4.02253e-08,0.000643126,5.98967e-11,-0.248618,0.00363803
0.43889,0.495161,4.02947e-08,0.000643388,6.02401e-11,-0.249361,0.00365879
0.4389,0.495185,4.03644e-08,0.000643651,6.05866e-11,-0.250106,0.00367958
0.43891,0.49521,4.04345e-08,0.000643914,6.09364e-11,-0.250855,0.00370042
0.43892,0.495234,4.05048e-08,0.000644178,6.12894e-11,-0.251607,0.0037213
0.43893,0.495258,4.05754e-08,0.000644442,6.16456e-11,-0.252363,0.00374221
0.43894,0.495282,4.06463e-08,0.000644707,6.20052e-11,-0.253121,0.00376316
0.43895,0.495306,4.07175e-08,0.000644972,6.23682e-11,-0.253884,0.00378415
0.43896,0.49533,4.07891e-08,0.000645237,6.27346e-11,-0.254649,0.00380518
0.43897,0.495355,4.08609e-08,0.000645503,6.31043e-11,-0.255419,0.00382624
0.43898,0.495379,4.09331e-08,0.000645769,6.34776e-11,-0.256191,0.00384733
0.43899,0.495403,4.10056e-08,0.000646036,6.38543e-11,-0.256967,0.00386845
0.439,0.495427,4.10784e-08,0.000646303,6.42346e-11,-0.257747,0.00388961
0.43901,0.495452,4.11515e-08,0.000646571,6.46185e-11,-0.25853,0.00391079
0.43902,0.495476,4.1225e-08,0.000646839,6.5006e-11,-0.259316,0.003932
0.43903,0.4955,4.12988e-08,0.000647108,6.53971e-11,-0.260106,0.00395324
0.43904,0.495524,4.13729e-08,0.000647377,6.5792e-11,-0.2609,0.00397451
0.43926,0.910875,2.66653e-08,0.000560831,7.66135e-11,-0.504976,0.00498917
0.43927,0.910896,2.65948e-08,0.000560451,7.60609e-11,-0.504045,0.00497825
0.43928,0.910917,2.65247e-08,0.000560071,7.55134e-11,-0.503117,0.00496724
0.43929,0.910938,2.6455e-08,0.000559692,7.49709e-11,-0.502192,0.00495613
0.4393,0.910959,2.63857e-08,0.000559313,7.44333e-11,-0.501269,0.00494493
0.43931,0.91098,2.63168e-08,0.000558936,7.39007e-11,-0.500349,0.00493365
0.43932,0.911001,2.62483e-08,0.000558559,7.3373e-11,-0.499432,0.00492227
0.43933,0.911022,2.61801e-08,0.000558182,7.285e-11,-0.498518,0.0049108
0.43934,0.911043,2.61124e-08,0.000557806,7.23319e-11,-0.497606,0.00489925
0.43935,0.911064,2.6045e-08,0.000557431,7.18185e-11,-0.496698,0.00488761
0.43936,0.911085,2.5978e-08,0.000557057,7.13097e-11,-0.495792,0.00487588
0.43937,0.911106,2.59113e-08,0.000556683,7.08056e-11,-0.494888,0.00486407
0.43938,0.911126,2.5845e-08,0.00055631,7.03061e-11,-0.493988,0.00485217
0.43939,0.911147,2.57791e-08,0.000555937,6.98111e-11,-0.49309,0.00484019
0.4394,0.911168,2.57136e-08,0.000555565,6.93205e-11,-0.492194,0.00482813
0.43941,0.911189,2.56484e-08,0.000555194,6.88345e-11,-0.491302,0.00481599
0.43942,0.91121,2.55835e-08,0.000554824,6.83528e-11,-0.490412,0.00480376
0.43943,0.911231,2.55191e-08,0.000554454,6.78755e-11,-0.489524,0.00479146
0.43944,0.911251,2.54549e-08,0.000554084,6.74024e-11,-0.48864,0.00477908
0.43945,0.911272,2.53912e-08,0.000553716,6.69337e-11,-0.487758,0.00476663
0.43946,0.911293,2.53277e-08,0.000553347,6.64692e-11,-0.486879,0.00475409
0.43947,0.911314,2.52646e-08,0.00055298,6.60088e-11,-0.486002,0.00474149
0.43948,0.911334,2.52019e-08,0.000552613,6.55526e-11,-0.485128,0.0047288
0.43949,0.911355,2.51395e-08,0.000552247,6.51004e-11,-0.484256,0.00471605
0.4395,0.911376,2.50774e-08,0.000551881,6.46523e-11,-0.483388,0.00470322
0.43951,0.911396,2.50157e-08,0.000551516,6.42083e-11,-0.482521,0.00469033
0.43952,0.911417,2.49543e-08,0.000551152,6.37681e-11,-0.481658,0.00467736
0.43953,0.911438,2.48932e-08,0.000550788,6.3332e-11,-0.480797,0.00466432
0.43954,0.911458,2.48325e-08,0.000550425,6.28997e-11,-0.479938,0.00465122
0.43955,0.911479,2.47721e-08,0.000550063,6.24712e-11,-0.479082,0.00463805
0.43956,0.9115,2.4712e-08,0.000549701,6.20466e-11,-0.478229,0.00462481
0.43957,0.91152,2.46522e-08,0.00054934,6.16257e-11,-0.477378,0.00461151
0.43958,0.911541,2.45928e-08,0.000548979,6.12086e-11,-0.47653,0.00459815
0.43959,0.911561,2.45336e-08,0.000548619,6.07951e-11,-0.475684,0.00458472
0.4396,0.911582,2.44748e-08,0.00054826,6.03853e-11,-0.474841,0.00457124
0.43961,0.911603,2.44163e-08,0.000547901,5.99792e-11,-0.474,0.00455769
0.43962,0.911623,2.43581e-08,0.000547542,5.95766e-11,-0.473162,0.00454408
0.43963,0.911644,2.43002e-08,0.000547185,5.91776e-11,-0.472327,0.00453041
0.43964,0.911664,2.42426e-08,0.000546828,5.8782e-11,-0.471494,0.00451669
0.43965,0.911685,2.41853e-08,0.000546471,5.839e-11,-0.470663,0.00450291
0.43966,0.911705,2.41283e-08,0.000546115,5.80014e-11,-0.469835,0.00448907
0.43967,0.911726,2.40716e-08,0.00054576,5.76162e-11,-0.469009,0.00447518
0.43968,0.911746,2.40152e-08,0.000545405,5.72344e-11,-0.468186,0.00446124
0.43969,0.911767,2.39592e-08,0.000545051,5.68559e-11,-0.467365,0.00444724
0.4397,0.911787,2.39034e-08,0.000544698,5.64807e-11,-0.466547,0.0044332
0.43971,0.911807,2.38478e-08,0.000544345,5.61088e-11,-0.465731,0.0044191
0.43972,0.911828,2.37926e-08,0.000543993,5.57401e-11,-0.464918,0.00440495
0.43973,0.911848,2.37377e-08,0.000543641,5.53746e-11,-0.464107,0.00439076
0.43974,0.911869,2.3683e-08,0.00054329,5.50124e-11,-0.463298,0.00437652
0.43975,0.911792,2.04277e-08,0.000541434,2.99931e-11,-0.397133,0.00309542
0.43976,0.911812,2.03978e-08,0.000541103,2.9815e-11,-0.396535,0.0030817
0.43977,0.911832,2.03681e-08,0.000540773,2.96383e-11,-0.395938,0.003068
0.43978,0.911852,2.03385e-08,0.000540443,2.94632e-11,-0.395342,0.00305434
0.43979,0.911873,2.0309e-08,0.000540113,2.92894e-11,-0.394748,0.0030407
0.4398,0.911893,2.02797e-08,0.000539784,2.91172e-11,-0.394156,0.00302708
0.43981,0.911913,2.02504e-08,0.000539455,2.89463e-11,-0.393564,0.0030135
0.43982,0.911933,2.02213e-08,0.000539127,2.87769e-11,-0.392975,0.00299994
0.43983,0.911954,2.01924e-08,0.000538799,2.86088e-11,-0.392386,0.00298641
0.43984,0.911974,2.01635e-08,0.000538472,2.84422e-11,-0.3918,0.00297291
0.43985,0.911994,2.01348e-08,0.000538146,2.82769e-11,-0.391214,0.00295944
0.43986,0.912014,2.01061e-08,0.000537819,2.8113e-11,-0.39063,0.002946
0.43987,0.912034,2.00776e-08,0.000537494,2.79504e-11,-0.390048,0.00293259
0.43988,0.912054,2.00493e-08,0.000537168,2.77892e-11,-0.389467,0.0029192
0.43989,0.912075,2.0021e-08,0.000536843,2.76293e-11,-0.388887,0.00290585
0.4399,0.912095,1.99928e-08,0.000536519,2.74708e-11,-0.388309,0.00289252
0.43991,0.912115,1.99648e-08,0.000536195,2.73135e-11,-0.387732,0.00287923
0.43992,0.912135,1.99369e-08,0.000535872,2.71575e-11,-0.387157,0.00286597
0.43993,0.912155,1.99091e-08,0.000535549,2.70028e-11,-0.386583,0.00285274
0.43994,0.912175,1.98814e-08,0.000535226,2.68494e-11,-0.38601,0.00283953
0.43995,0.912195,1.98538e-08,0.000534904,2.66973e-11,-0.385439,0.00282637
0.43996,0.912215,1.98263e-08,0.000534583,2.65463e-11,-0.384869,0.00281323
0.43997,0.912235,1.9799e-08,0.000534262,2.63967e-11,-0.384301,0.00280012
0.43998,0.912255,1.97717e-08,0.000533941,2.62482e-11,-0.383734,0.00278705
0.43999,0.912275,1.97446e-08,0.000533621,2.6101e-11,-0.383168,0.00277401
0.44,0.912295,1.97176e-08,0.000533301,2.59549e-11,-0.382604,0.002761
0.44001,0.912315,1.96907e-08,0.000532982,2.58101e-11,-0.382042,0.00274802
0.44002,0.912335,1.96638e-08,0.000532663,2.56664e-11,-0.38148,0.00273508
0.44003,0.912355,1.96371e-08,0.000532345,2.55239e-11,-0.38092,0.00272217
0.44004,0.912375,1.96105e-08,0.000532027,2.53826e-11,-0.380362,0.00270929
0.44005,0.912395,1.9584e-08,0.00053171,2.52424e-11,-0.379805,0.00269645
0.44006,0.912415,1.95577e-08,0.000531393,2.51034e-11,-0.379249,0.00268364
0.44007,0.912435,1.95314e-08,0.000531076,2.49655e-11,-0.378695,0.00267086
0.44008,0.912455,1.95052e-08,0.00053076,2.48287e-11,-0.378142,0.00265812
0.44009,0.912475,1.94791e-08,0.000530445,2.4693e-11,-0.37759,0.00264542
0.4401,0.912495,1.94531e-08,0.00053013,2.45584e-11,-0.37704,0.00263274
0.44011,0.912515,1.94273e-08,0.000529815,2.44249e-11,-0.376491,0.00262011
0.44012,0.912534,1.94015e-08,0.000529501,2.42925e-11,-0.375944,0.00260751
0.44013,0.912554,1.93758e-08,0.000529187,2.41612e-11,-0.375398,0.00259494
0.44014,0.912574,1.93502e-08,0.000528874,2.40309e-11,-0.374853,0.00258241
0.44015,0.912594,1.93248e-08,0.000528561,2.39016e-11,-0.37431,0.00256991
0.44016,0.912614,1.92994e-08,0.000528248,2.37735e-11,-0.373768,0.00255745
0.44017,0.912634,1.92741e-08,0.000527936,2.36463e-11,-0.373227,0.00254503
0.44018,0.912653,1.92489e-08,0.000527625,2.35202e-11,-0.372688,0.00253264
0.44019,0.912673,1.92238e-08,0.000527313,2.33951e-11,-0.37215,0.00252029
0.4402,0.912693,1.91988e-08,0.000527003,2.32709e-11,-0.371614,0.00250797
0.44021,0.912713,1.91739e-08,0.000526692,2.31478e-11,-0.371078,0.00249569
0.44022,0.912732,1.91491e-08,0.000526383,2.30257e-11,-0.370545,0.00248345
0.44023,0.912752,1.91244e-08,0.000526073,2.29046e-11,-0.370012,0.00247124
0.44024,0.912772,1.90998e-08,0.000525764,2.27844e-11,-0.369481,0.00245908
0.44025,0.913211,1.62083e-08,0.000526907,2.93688e-11,-0.329581,0.00129687
0.44026,0.91323,1.618e-08,0.000526594,2.92242e-11,-0.32936,0.00129298
0.44027,0.91325,1.61518e-08,0.000526281,2.90806e-11,-0.329139,0.0012891
0.44028,0.91327,1.61237e-08,0.000525968,2.89378e-11,-0.328918,0.00128522
0.44029,0.91329,1.60957e-08,0.000525656,2.87959e-11,-0.328697,0.00128135
0.4403,0.913309,1.60678e-08,0.000525344,2.86549e-11,-0.328477,0.00127748
0.44031,0.913329,1.60401e-08,0.000525032,2.85147e-11,-0.328256,0.00127362
0.44032,0.913349,1.60125e-08,0.000524721,2.83755e-11,-0.328036,0.00126976
0.44033,0.913368,1.5985e-08,0.00052441,2.82371e-11,-0.327816,0.00126591
0.44034,0.913388,1.59576e-08,0.0005241,2.80995e-11,-0.327596,0.00126207
0.44035,0.913408,1.59304e-08,0.00052379,2.79628e-11,-0.327377,0.00125823
0.44036,0.913427,1.59032e-08,0.00052348,2.7827e-11,-0.327157,0.0012544
0.44037,0.913447,1.58762e-08,0.000523171,2.76919e-11,-0.326938,0.00125058
0.44038,0.913466,1.58493e-08,0.000522862,2.75578e-11,-0.326719,0.00124676
0.44039,0.913486,1.58226e-08,0.000522553,2.74244e-11,-0.3265,0.00124295
0.4404,0.913506,1.57959e-08,0.000522245,2.72919e-11,-0.326281,0.00123914
0.44041,0.913525,1.57694e-08,0.000521937,2.71602e-11,-0.326063,0.00123534
0.44042,0.913545,1.57429e-08,0.00052163,2.70293e-11,-0.325844,0.00123155
0.44043,0.913564,1.57166e-08,0.000521323,2.68992e-11,-0.325626,0.00122776
0.44044,0.913584,1.56904e-08,0.000521016,2.67699e-11,-0.325408,0.00122398
0.44045,0.913603,1.56644e-08,0.00052071,2.66414e-11,-0.32519,0.0012202
0.44046,0.913623,1.56384e-08,0.000520404,2.65137e-11,-0.324973,0.00121644
0.44047,0.913642,1.56125e-08,0.000520098,2.63868e-11,-0.324755,0.00121267
0.44048,0.913662,1.55868e-08,0.000519793,2.62607e-11,-0.324538,0.00120892
0.44049,0.913681,1.55611e-08,0.000519488,2.61354e-11,-0.324321,0.00120517
0.4405,0.913701,1.55356e-08,0.000519184,2.60108e-11,-0.324104,0.00120143
0.44051,0.91372,1.55102e-08,0.00051888,2.5887e-11,-0.323887,0.00119769
0.44052,0.91374,1.54849e-08,0.000518576,2.57639e-11,-0.32367,0.00119396
0.44053,0.913759,1.54597e-08,0.000518273,2.56416e-11,-0.323454,0.00119024
0.44054,0.913779,1.54346e-08,0.00051797,2.55201e-11,-0.323238,0.00118653
0.44055,0.913798,1.54096e-08,0.000517667,2.53993e-11,-0.323022,0.00118282
0.44056,0.913818,1.53848e-08,0.000517365,2.52793e-11,-0.322806,0.00117912
0.44057,0.913837,1.536e-08,0.000517063,2.51599e-11,-0.322591,0.00117542
0.44058,0.913856,1.53353e-08,0.000516762,2.50414e-11,-0.322375,0.00117173
0.44059,0.913876,1.53108e-08,0.000516461,2.49235e-11,-0.32216,0.00116805
0.4406,0.913895,1.52863e-08,0.00051616,2.48064e-11,-0.321945,0.00116438
0.44061,0.913914,1.5262e-08,0.000515859,2.469e-11,-0.32173,0.00116071
0.44062,0.913934,1.52377e-08,0.000515559,2.45743e-11,-0.321515,0.00115705
0.44063,0.913953,1.52136e-08,0.00051526,2.44593e-11,-0.321301,0.0011534
0.44064,0.913972,1.51895e-08,0.00051496,2.4345e-11,-0.321087,0.00114975
0.44065,0.913992,1.51656e-08,0.000514661,2.42314e-11,-0.320872,0.00114611
0.44066,0.914011,1.51417e-08,0.000514363,2.41186e-11,-0.320658,0.00114248
0.44067,0.91403,1.5118e-08,0.000514064,2.40064e-11,-0.320445,0.00113885
0.44068,0.91405,1.50943e-08,0.000513766,2.38949e-11,-0.320231,0.00113524
0.44069,0.914069,1.50708e-08,0.000513469,2.3784e-11,-0.320018,0.00113162
0.4407,0.914088,1.50474e-08,0.000513172,2.36739e-11,-0.319805,0.00112802
0.44071,0.914107,1.5024e-08,0.000512875,2.35644e-11,-0.319592,0.00112442
0.44072,0.914126,1.50008e-08,0.000512578,2.34556e-11,-0.319379,0.00112084
0.44073,0.914146,1.49776e-08,0.000512282,2.33475e-11,-0.319166,0.00111725
0.44074,0.914165,1.49546e-08,0.000511987,2.324e-11,-0.318954,0.00111368
0.44075,0.914051,1.63264e-08,0.000511698,1.85115e-11,-0.307629,0.000741208
0.44076,0.91407,1.63091e-08,0.000511407,1.84267e-11,-0.307436,0.000738224
0.44077,0.914089,1.62919e-08,0.000511116,1.83424e-11,-0.307243,0.000735251
0.44078,0.914108,1.62748e-08,0.000510825,1.82586e-11,-0.307051,0.000732288
0.44079,0.914127,1.62578e-08,0.000510535,1.81753e-11,-0.306859,0.000729336
0.4408,0.914146,1.62408e-08,0.000510245,1.80925e-11,-0.306667,0.000726394
0.44081,0.914166,1.62239e-08,0.000509956,1.80101e-11,-0.306475,0.000723463
0.44082,0.914185,1.62071e-08,0.000509667,1.79282e-11,-0.306284,0.000720543
0.44083,0.914204,1.61904e-08,0.000509378,1.78468e-11,-0.306092,0.000717633
0.44084,0.914223,1.61737e-08,0.000509089,1.77658e-11,-0.305901,0.000714734
0.44085,0.914242,1.61571e-08,0.000508801,1.76854e-11,-0.30571,0.000711845
0.44086,0.914261,1.61406e-08,0.000508513,1.76053e-11,-0.305519,0.000708967
0.44087,0.91428,1.61241e-08,0.000508226,1.75258e-11,-0.305329,0.0007061
0.44088,0.914299,1.61077e-08,0.000507939,1.74467e-11,-0.305138,0.000703243
0.44089,0.914318,1.60914e-08,0.000507652,1.7368e-11,-0.304948,0.000700396
0.4409,0.914337,1.60751e-08,0.000507365,1.72898e-11,-0.304758,0.00069756
0.44091,0.914356,1.60589e-08,0.000507079,1.7212e-11,-0.304568,0.000694735
0.44092,0.914375,1.60428e-08,0.000506793,1.71347e-11,-0.304378,0.00069192
0.44093,0.914394,1.60268e-08,0.000506508,1.70579e-11,-0.304189,0.000689115
0.44094,0.914413,1.60108e-08,0.000506223,1.69814e-11,-0.303999,0.000686321
0.44095,0.914432,1.59949e-08,0.000505938,1.69054e-11,-0.30381,0.000683537
0.44096,0.914451,1.5979e-08,0.000505653,1.68299e-11,-0.303621,0.000680764
0.44097,0.91447,1.59632e-08,0.000505369,1.67548e-11,-0.303432,0.000678
0.44098,0.914489,1.59475e-08,0.000505085,1.66801e-11,-0.303243,0.000675248
0.44099,0.914508,1.59318e-08,0.000504802,1.66058e-11,-0.303055,0.000672505
0.441,0.914527,1.59163e-08,0.000504519,1.65319e-11,-0.302866,0.000669773
0.44101,0.914546,1.59007e-08,0.000504236,1.64585e-11,-0.302678,0.000667051
0.44102,0.914565,1.58853e-08,0.000503953,1.63855e-11,-0.30249,0.000664339
0.44103,0.914584,1.58699e-08,0.000503671,1.63129e-11,-0.302302,0.000661637
0.44104,0.914603,1.58545e-08,0.000503389,1.62407e-11,-0.302115,0.000658946
0.44105,0.914621,1.58393e-08,0.000503107,1.61689e-11,-0.301927,0.000656265
0.44106,0.91464,1.5824e-08,0.000502826,1.60975e-11,-0.30174,0.000653594
0.44107,0.914659,1.58089e-08,0.000502545,1.60266e-11,-0.301553,0.000650933
0.44108,0.914678,1.57938e-08,0.000502265,1.5956e-11,-0.301366,0.000648282
0.44109,0.914697,1.57788e-08,0.000501984,1.58858e-11,-0.301179,0.000645642
0.4411,0.914716,1.57638e-08,0.000501704,1.58161e-11,-0.300992,0.000643011
0.44111,0.914734,1.57489e-08,0.000501425,1.57467e-11,-0.300806,0.00064039
0.44112,0.914753,1.57341e-08,0.000501145,1.56777e-11,-0.30062,0.00063778
0.44113,0.914772,1.57193e-08,0.000500866,1.56091e-11,-0.300434,0.000635179
0.44114,0.914791,1.57046e-08,0.000500587,1.55409e-11,-0.300248,0.000632589
0.44115,0.91481,1.56899e-08,0.000500309,1.54731e-11,-0.300062,0.000630008
0.44116,0.914828,1.56753e-08,0.000500031,1.54057e-11,-0.299876,0.000627437
0.44117,0.914847,1.56608e-08,0.000499753,1.53386e-11,-0.299691,0.000624876
0.44118,0.914866,1.56463e-08,0.000499476,1.52719e-11,-0.299506,0.000622326
0.44119,0.914884,1.56319e-08,0.000499199,1.52056e-11,-0.299321,0.000619784
0.4412,0.914903,1.56175e-08,0.000498922,1.51397e-11,-0.299136,0.000617253
0.44121,0.914922,1.56032e-08,0.000498645,1.50741e-11,-0.298951,0.000614732
