beta,avg_plaq,plaq_var,avg_sus,sus_var
0.41983,0.452918,1.03143e-07,0.000969684,1.73813e-10
0.41984,0.452933,1.03183e-07,0.000969836,1.74057e-10
0.41985,0.452948,1.03224e-07,0.000969988,1.74302e-10
0.41986,0.452963,1.03264e-07,0.000970139,1.74547e-10
0.41987,0.452978,1.03305e-07,0.000970291,1.74793e-10
0.41988,0.452993,1.03345e-07,0.000970443,1.75039e-10
0.41989,0.453008,1.03386e-07,0.000970595,1.75286e-10
0.4199,0.453023,1.03427e-07,0.000970746,1.75533e-10
0.41991,0.453038,1.03468e-07,0.000970898,1.75781e-10
0.41992,0.453053,1.03509e-07,0.00097105,1.76029e-10
0.41993,0.453068,1.0355e-07,0.000971202,1.76278e-10
0.41994,0.453082,1.03592e-07,0.000971354,1.76527e-10
0.41995,0.453097,1.03633e-07,0.000971506,1.76777e-10
0.41996,0.453112,1.03675e-07,0.000971659,1.77028e-10
0.41997,0.453127,1.03716e-07,0.000971811,1.77279e-10
0.41998,0.453142,1.03758e-07,0.000971963,1.77531e-10
0.41999,0.453157,1.038e-07,0.000972115,1.77783e-10
0.42,0.453172,1.03842e-07,0.000972268,1.78036e-10
0.42001,0.453187,1.03884e-07,0.00097242,1.78289e-10
0.42002,0.453202,1.03927e-07,0.000972573,1.78543e-10
0.42003,0.453217,1.03969e-07,0.000972725,1.78798e-10
0.42004,0.453232,1.04012e-07,0.000972878,1.79053e-10
0.42005,0.453247,1.04054e-07,0.00097303,1.79308e-10
0.42006,0.453262,1.04097e-07,0.000973183,1.79564e-10
0.42007,0.453277,1.0414e-07,0.000973336,1.79821e-10
0.42008,0.453292,1.04183e-07,0.000973488,1.80078e-10
0.42009,0.453307,1.04226e-07,0.000973641,1.80336e-10
0.4201,0.453321,1.04269e-07,0.000973794,1.80595e-10
0.42011,0.453336,1.04313e-07,0.000973947,1.80853e-10
0.42012,0.453351,1.04356e-07,0.0009741,1.81113e-10
0.42013,0.453366,1.044e-07,0.000974253,1.81373e-10
0.42014,0.453381,1.04444e-07,0.000974406,1.81634e-10
0.42015,0.453396,1.04487e-07,0.000974559,1.81895e-10
0.42016,0.453411,1.04531e-07,0.000974712,1.82157e-10
0.42017,0.453426,1.04576e-07,0.000974866,1.82419e-10
0.42018,0.453441,1.0462e-07,0.000975019,1.82682e-10
0.42019,0.453456,1.04664e-07,0.000975172,1.82946e-10
0.4202,0.453471,1.04709e-07,0.000975326,1.8321e-10
0.42021,0.453486,1.04753e-07,0.000975479,1.83475e-10
0.42022,0.453501,1.04798e-07,0.000975633,1.8374e-10
0.42023,0.453516,1.04843e-07,0.000975786,1.84006e-10
0.42024,0.453531,1.04888e-07,0.00097594,1.84272e-10
0.42025,0.453546,1.04933e-07,0.000976093,1.84539e-10
0.42026,0.453561,1.04978e-07,0.000976247,1.84807e-10
0.42027,0.453576,1.05023e-07,0.000976401,1.85075e-10
0.42028,0.453591,1.05069e-07,0.000976555,1.85344e-10
0.42029,0.453606,1.05114e-07,0.000976708,1.85614e-10
0.4203,0.453621,1.0516e-07,0.000976862,1.85884e-10
0.42031,0.453636,1.05206e-07,0.000977016,1.86154e-10
0.42032,0.453651,1.05252e-07,0.00097717,1.86425e-10
0.42033,0.453666,1.05298e-07,0.000977324,1.86697e-10
0.42034,0.453681,1.05344e-07,0.000977478,1.8697e-10
0.42035,0.453696,1.05391e-07,0.000977632,1.87243e-10
0.42036,0.453711,1.05437e-07,0.000977787,1.87516e-10
0.42037,0.453726,1.05484e-07,0.000977941,1.8779e-10
0.42038,0.453741,1.0553e-07,0.000978095,1.88065e-10
0.42039,0.453756,1.05577e-07,0.00097825,1.88341e-10
0.4204,0.453771,1.05624e-07,0.000978404,1.88617e-10
0.42041,0.453786,1.05671e-07,0.000978558,1.88893e-10
0.42042,0.453801,1.05719e-07,0.000978713,1.89171e-10
0.42043,0.453816,1.05766e-07,0.000978868,1.89448e-10
0.42044,0.453831,1.05813e-07,0.000979022,1.89727e-10
0.42045,0.453846,1.05861e-07,0.000979177,1.90006e-10
0.42046,0.453861,1.05909e-07,0.000979332,1.90286e-10
0.42047,0.453877,1.05957e-07,0.000979486,1.90566e-10
0.42048,0.453892,1.06005e-07,0.000979641,1.90847e-10
0.42049,0.453907,1.06053e-07,0.000979796,1.91129e-10
0.4205,0.453922,1.06101e-07,0.000979951,1.91411e-10
0.42051,0.453937,1.0615e-07,0.000980106,1.91694e-10
0.42052,0.453952,1.06198e-07,0.000980261,1.91977e-10
0.42053,0.453967,1.06247e-07,0.000980416,1.92261e-10
0.42054,0.453982,1.06295e-07,0.000980571,1.92546e-10
0.42055,0.453997,1.06344e-07,0.000980726,1.92831e-10
0.42056,0.454012,1.06393e-07,0.000980882,1.93117e-10
0.42057,0.454027,1.06443e-07,0.000981037,1.93403e-10
0.42058,0.454042,1.06492e-07,0.000981192,1.93691e-10
0.42059,0.454057,1.06541e-07,0.000981348,1.93978e-10
0.4206,0.454072,1.06591e-07,0.000981503,1.94267e-10
0.42061,0.454087,1.06641e-07,0.000981659,1.94556e-10
0.42062,0.454102,1.0669e-07,0.000981814,1.94846e-10
0.42063,0.454118,1.0674e-07,0.00098197,1.95136e-10
0.42064,0.454133,1.06791e-07,0.000982126,1.95427e-10
0.42065,0.454148,1.06841e-07,0.000982281,1.95719e-10
0.42066,0.454163,1.06891e-07,0.000982437,1.96011e-10
0.42067,0.454178,1.06942e-07,0.000982593,1.96304e-10
0.42068,0.454193,1.06992e-07,0.000982749,1.96598e-10
0.42069,0.454208,1.07043e-07,0.000982905,1.96892e-10
0.4207,0.454223,1.07094e-07,0.000983061,1.97187e-10
0.42071,0.454238,1.07145e-07,0.000983217,1.97482e-10
0.42072,0.454253,1.07196e-07,0.000983373,1.97779e-10
0.42073,0.454268,1.07247e-07,0.000983529,1.98075e-10
0.42074,0.454284,1.07299e-07,0.000983685,1.98373e-10
0.42075,0.454299,1.07351e-07,0.000983842,1.98671e-10
0.42076,0.454314,1.07402e-07,0.000983998,1.9897e-10
0.42077,0.454329,1.07454e-07,0.000984154,1.99269e-10
0.42078,0.454344,1.07506e-07,0.000984311,1.9957e-10
0.42079,0.454359,1.07558e-07,0.000984467,1.9987e-10
0.4208,0.454374,1.0761e-07,0.000984624,2.00172e-10
0.42081,0.454389,1.07663e-07,0.00098478,2.00474e-10
0.42082,0.454405,1.07715e-07,0.000984937,2.00777e-10
0.42083,0.45442,1.07768e-07,0.000985094,2.0108e-10
0.42084,0.454435,1.07821e-07,0.00098525,2.01384e-10
0.42085,0.45445,1.07874e-07,0.000985407,2.01689e-10
0.42086,0.454465,1.07927e-07,0.000985564,2.01995e-10
0.42087,0.45448,1.0798e-07,0.000985721,2.02301e-10
0.42088,0.454495,1.08033e-07,0.000985878,2.02608e-10
0.42089,0.45451,1.08087e-07,0.000986035,2.02915e-10
0.4209,0.454526,1.08141e-07,0.000986192,2.03224e-10
0.42091,0.454541,1.08194e-07,0.000986349,2.03532e-10
0.42092,0.454556,1.08248e-07,0.000986506,2.03842e-10
0.42093,0.454571,1.08302e-07,0.000986664,2.04152e-10
0.42094,0.454586,1.08357e-07,0.000986821,2.04463e-10
0.42095,0.454601,1.08411e-07,0.000986978,2.04775e-10
0.42096,0.454617,1.08465e-07,0.000987136,2.05087e-10
0.42097,0.454632,1.0852e-07,0.000987293,2.054e-10
0.42098,0.454647,1.08575e-07,0.000987451,2.05714e-10
0.42099,0.454662,1.0863e-07,0.000987608,2.06028e-10
0.421,0.456466,4.43006e-08,0.00101183,7.21097e-11
0.42101,0.456482,4.43249e-08,0.001012,7.22118e-11
0.42102,0.456497,4.43494e-08,0.00101217,7.23142e-11
0.42103,0.456513,4.43738e-08,0.00101235,7.24169e-11
0.42104,0.456529,4.43984e-08,0.00101252,7.252e-11
0.42105,0.456544,4.4423e-08,0.0010127,7.26234e-11
0.42106,0.45656,4.44476e-08,0.00101287,7.27272e-11
0.42107,0.456575,4.44723e-08,0.00101305,7.28312e-11
0.42108,0.456591,4.4497e-08,0.00101322,7.29356e-11
0.42109,0.456606,4.45218e-08,0.0010134,7.30403e-11
0.4211,0.456622,4.45467e-08,0.00101357,7.31454e-11
0.42111,0.456637,4.45715e-08,0.00101375,7.32508e-11
0.42112,0.456653,4.45965e-08,0.00101392,7.33565e-11
0.42113,0.456669,4.46215e-08,0.0010141,7.34626e-11
0.42114,0.456684,4.46465e-08,0.00101427,7.3569e-11
0.42115,0.4567,4.46716e-08,0.00101445,7.36758e-11
0.42116,0.456715,4.46968e-08,0.00101462,7.37829e-11
0.42117,0.456731,4.4722e-08,0.0010148,7.38903e-11
0.42118,0.456746,4.47473e-08,0.00101497,7.3998e-11
0.42119,0.456762,4.47726e-08,0.00101515,7.41061e-11
0.4212,0.456778,4.4798e-08,0.00101533,7.42146e-11
0.42121,0.456793,4.48234e-08,0.0010155,7.43234e-11
0.42122,0.456809,4.48489e-08,0.00101568,7.44325e-11
0.42123,0.456824,4.48744e-08,0.00101586,7.4542e-11
0.42124,0.45684,4.49e-08,0.00101603,7.46518e-11
0.42125,0.456856,4.49256e-08,0.00101621,7.4762e-11
0.42126,0.456871,4.49513e-08,0.00101638,7.48725e-11
0.42127,0.456887,4.4977e-08,0.00101656,7.49834e-11
0.42128,0.456903,4.50028e-08,0.00101674,7.50946e-11
0.42129,0.456918,4.50287e-08,0.00101692,7.52061e-11
0.4213,0.456934,4.50546e-08,0.00101709,7.53181e-11
0.42131,0.456949,4.50806e-08,0.00101727,7.54303e-11
0.42132,0.456965,4.51066e-08,0.00101745,7.5543e-11
0.42133,0.456981,4.51327e-08,0.00101762,7.56559e-11
0.42134,0.456996,4.51588e-08,0.0010178,7.57693e-11
0.42135,0.457012,4.5185e-08,0.00101798,7.58829e-11
0.42136,0.457028,4.52112e-08,0.00101816,7.5997e-11
0.42137,0.457043,4.52375e-08,0.00101833,7.61114e-11
0.42138,0.457059,4.52638e-08,0.00101851,7.62261e-11
0.42139,0.457074,4.52902e-08,0.00101869,7.63413e-11
0.4214,0.45709,4.53167e-08,0.00101887,7.64567e-11
0.42141,0.457106,4.53432e-08,0.00101905,7.65726e-11
0.42142,0.457121,4.53698e-08,0.00101922,7.66888e-11
0.42143,0.457137,4.53964e-08,0.0010194,7.68053e-11
0.42144,0.457153,4.54231e-08,0.00101958,7.69223e-11
0.42145,0.457168,4.54498e-08,0.00101976,7.70396e-11
0.42146,0.457184,4.54766e-08,0.00101994,7.71572e-11
0.42147,0.4572,4.55034e-08,0.00102012,7.72753e-11
0.42148,0.457215,4.55303e-08,0.0010203,7.73937e-11
0.42149,0.457231,4.55573e-08,0.00102047,7.75124e-11
0.4215,0.457247,4.55843e-08,0.00102065,7.76316e-11
0.42151,0.457262,4.56114e-08,0.00102083,7.77511e-11
0.42152,0.457278,4.56385e-08,0.00102101,7.78709e-11
0.42153,0.457294,4.56657e-08,0.00102119,7.79912e-11
0.42154,0.45731,4.56929e-08,0.00102137,7.81118e-11
0.42155,0.457325,4.57202e-08,0.00102155,7.82328e-11
0.42156,0.457341,4.57476e-08,0.00102173,7.83542e-11
0.42157,0.457357,4.5775e-08,0.00102191,7.8476e-11
0.42158,0.457372,4.58025e-08,0.00102209,7.85981e-11
0.42159,0.457388,4.583e-08,0.00102227,7.87206e-11
0.4216,0.457404,4.58576e-08,0.00102245,7.88435e-11
0.42161,0.457419,4.58852e-08,0.00102263,7.89668e-11
0.42162,0.457435,4.59129e-08,0.00102281,7.90904e-11
0.42163,0.457451,4.59407e-08,0.00102299,7.92145e-11
0.42164,0.457467,4.59685e-08,0.00102317,7.93389e-11
0.42165,0.457482,4.59964e-08,0.00102335,7.94637e-11
0.42166,0.457498,4.60243e-08,0.00102353,7.95889e-11
0.42167,0.457514,4.60523e-08,0.00102371,7.97145e-11
0.42168,0.457529,4.60803e-08,0.00102389,7.98404e-11
0.42169,0.457545,4.61084e-08,0.00102407,7.99668e-11
0.4217,0.457561,4.61366e-08,0.00102426,8.00936e-11
0.42171,0.457577,4.61648e-08,0.00102444,8.02207e-11
0.42172,0.457592,4.61931e-08,0.00102462,8.03482e-11
0.42173,0.457608,4.62215e-08,0.0010248,8.04762e-11
0.42174,0.457624,4.62499e-08,0.00102498,8.06045e-11
0.42175,0.45764,4.62783e-08,0.00102516,8.07332e-11
0.42176,0.457655,4.63069e-08,0.00102534,8.08623e-11
0.42177,0.457671,4.63354e-08,0.00102553,8.09918e-11
0.42178,0.457687,4.63641e-08,0.00102571,8.11218e-11
0.42179,0.457703,4.63928e-08,0.00102589,8.12521e-11
0.4218,0.457718,4.64215e-08,0.00102607,8.13828e-11
0.42181,0.457734,4.64504e-08,0.00102625,8.15139e-11
0.42182,0.45775,4.64792e-08,0.00102644,8.16454e-11
0.42183,0.457766,4.65082e-08,0.00102662,8.17774e-11
0.42184,0.457781,4.65372e-08,0.0010268,8.19097e-11
0.42185,0.457797,4.65663e-08,0.00102699,8.20424e-11
0.42186,0.457813,4.65954e-08,0.00102717,8.21756e-11
0.42187,0.457829,4.66246e-08,0.00102735,8.23091e-11
0.42188,0.457845,4.66538e-08,0.00102753,8.24431e-11
0.42189,0.45786,4.66831e-08,0.00102772,8.25775e-11
0.4219,0.457876,4.67125e-08,0.0010279,8.27123e-11
0.42191,0.457892,4.67419e-08,0.00102808,8.28475e-11
0.42192,0.457908,4.67714e-08,0.00102827,8.29831e-11
0.42193,0.457923,4.68009e-08,0.00102845,8.31191e-11
0.42194,0.457939,4.68306e-08,0.00102863,8.32556e-11
0.42195,0.457955,4.68602e-08,0.00102882,8.33925e-11
0.42196,0.457971,4.689e-08,0.001029,8.35298e-11
0.42197,0.457987,4.69198e-08,0.00102919,8.36675e-11
0.42198,0.458002,4.69496e-08,0.00102937,8.38056e-11
0.42199,0.458018,4.69796e-08,0.00102955,8.39442e-11
0.422,0.458034,4.70095e-08,0.00102974,8.40832e-11
0.42201,0.45805,4.70396e-08,0.00102992,8.42226e-11
0.42202,0.458066,4.70697e-08,0.00103011,8.43624e-11
0.42203,0.458082,4.70999e-08,0.00103029,8.45027e-11
0.42204,0.458097,4.71301e-08,0.00103048,8.46434e-11
0.42205,0.458113,4.71604e-08,0.00103066,8.47845e-11
0.42206,0.458129,4.71908e-08,0.00103085,8.4926e-11
0.42207,0.458145,4.72212e-08,0.00103103,8.5068e-11
0.42208,0.458161,4.72517e-08,0.00103122,8.52104e-11
0.42209,0.458177,4.72822e-08,0.0010314,8.53533e-11
0.4221,0.458192,4.73129e-08,0.00103159,8.54966e-11
0.42211,0.458208,4.73435e-08,0.00103177,8.56403e-11
0.42212,0.458224,4.73743e-08,0.00103196,8.57845e-11
0.42213,0.45824,4.74051e-08,0.00103215,8.59291e-11
0.42214,0.458256,4.7436e-08,0.00103233,8.60742e-11
0.42215,0.458272,4.74669e-08,0.00103252,8.62197e-11
0.42216,0.458288,4.74979e-08,0.0010327,8.63656e-11
0.42217,0.458303,4.7529e-08,0.00103289,8.6512e-11
0.42218,0.458319,4.75601e-08,0.00103308,8.66588e-11
0.42219,0.458335,4.75913e-08,0.00103326,8.68061e-11
0.4222,0.458351,4.76226e-08,0.00103345,8.69538e-11
0.42221,0.458367,4.76539e-08,0.00103364,8.7102e-11
0.42222,0.458383,4.76853e-08,0.00103382,8.72506e-11
0.42223,0.458399,4.77168e-08,0.00103401,8.73997e-11
0.42224,0.458415,4.77483e-08,0.0010342,8.75493e-11
0.42225,0.45843,4.77799e-08,0.00103438,8.76992e-11
0.42226,0.458446,4.78115e-08,0.00103457,8.78497e-11
0.42227,0.458462,4.78433e-08,0.00103476,8.80006e-11
0.42228,0.458478,4.78751e-08,0.00103495,8.8152e-11
0.42229,0.458494,4.79069e-08,0.00103513,8.83038e-11
0.4223,0.45851,4.79388e-08,0.00103532,8.84561e-11
0.42231,0.458526,4.79708e-08,0.00103551,8.86088e-11
0.42232,0.458542,4.80029e-08,0.0010357,8.87621e-11
0.42233,0.458558,4.8035e-08,0.00103588,8.89158e-11
0.42234,0.458574,4.80672e-08,0.00103607,8.90699e-11
0.42235,0.458589,4.80995e-08,0.00103626,8.92245e-11
0.42236,0.458605,4.81318e-08,0.00103645,8.93796e-11
0.42237,0.458621,4.81642e-08,0.00103664,8.95352e-11
0.42238,0.458637,4.81966e-08,0.00103683,8.96912e-11
0.42239,0.458653,4.82292e-08,0.00103702,8.98477e-11
0.4224,0.458669,4.82618e-08,0.0010372,9.00047e-11
0.42241,0.458685,4.82944e-08,0.00103739,9.01622e-11
0.42242,0.458701,4.83271e-08,0.00103758,9.03201e-11
0.42243,0.458717,4.83599e-08,0.00103777,9.04786e-11
0.42244,0.458733,4.83928e-08,0.00103796,9.06375e-11
0.42245,0.458749,4.84258e-08,0.00103815,9.07969e-11
0.42246,0.458765,4.84588e-08,0.00103834,9.09567e-11
0.42247,0.458781,4.84918e-08,0.00103853,9.11171e-11
0.42248,0.458797,4.8525e-08,0.00103872,9.12779e-11
0.42249,0.458813,4.85582e-08,0.00103891,9.14393e-11
0.4225,0.458829,4.85915e-08,0.0010391,9.16011e-11
0.42251,0.458844,4.86248e-08,0.00103929,9.17634e-11
0.42252,0.45886,4.86583e-08,0.00103948,9.19262e-11
0.42253,0.458876,4.86918e-08,0.00103967,9.20895e-11
0.42254,0.458892,4.87253e-08,0.00103986,9.22533e-11
0.42255,0.458908,4.8759e-08,0.00104005,9.24176e-11
0.42256,0.458924,4.87927e-08,0.00104024,9.25824e-11
0.42257,0.45894,4.88264e-08,0.00104043,9.27477e-11
0.42258,0.458956,4.88603e-08,0.00104062,9.29135e-11
0.42259,0.458972,4.88942e-08,0.00104081,9.30798e-11
0.4226,0.458988,4.89282e-08,0.00104101,9.32466e-11
0.42261,0.459004,4.89622e-08,0.0010412,9.34139e-11
0.42262,0.45902,4.89964e-08,0.00104139,9.35818e-11
0.42263,0.459036,4.90306e-08,0.00104158,9.37501e-11
0.42264,0.459052,4.90648e-08,0.00104177,9.39189e-11
0.42265,0.459068,4.90992e-08,0.00104196,9.40883e-11
0.42266,0.459084,4.91336e-08,0.00104215,9.42581e-11
0.42267,0.4591,4.91681e-08,0.00104235,9.44285e-11
0.42268,0.459116,4.92027e-08,0.00104254,9.45994e-11
0.42269,0.459132,4.92373e-08,0.00104273,9.47708e-11
0.4227,0.459148,4.9272e-08,0.00104292,9.49428e-11
0.42271,0.459164,4.93068e-08,0.00104312,9.51152e-11
0.42272,0.45918,4.93416e-08,0.00104331,9.52882e-11
0.42273,0.459196,4.93765e-08,0.0010435,9.54617e-11
0.42274,0.459212,4.94115e-08,0.00104369,9.56358e-11
0.42275,0.459228,4.94466e-08,0.00104389,9.58103e-11
0.42276,0.459244,4.94818e-08,0.00104408,9.59854e-11
0.42277,0.459261,4.9517e-08,0.00104427,9.6161e-11
0.42278,0.459277,4.95523e-08,0.00104447,9.63372e-11
0.42279,0.459293,4.95876e-08,0.00104466,9.65139e-11
0.4228,0.459309,4.96231e-08,0.00104485,9.66911e-11
0.42281,0.459325,4.96586e-08,0.00104505,9.68689e-11
0.42282,0.459341,4.96942e-08,0.00104524,9.70472e-11
0.42283,0.459357,4.97298e-08,0.00104543,9.7226e-11
0.42284,0.459373,4.97656e-08,0.00104563,9.74054e-11
0.42285,0.459389,4.98014e-08,0.00104582,9.75853e-11
0.42286,0.459405,4.98373e-08,0.00104602,9.77658e-11
0.42287,0.459421,4.98732e-08,0.00104621,9.79468e-11
0.42288,0.459437,4.99093e-08,0.00104641,9.81284e-11
0.42289,0.459453,4.99454e-08,0.0010466,9.83105e-11
0.4229,0.459469,4.99816e-08,0.00104679,9.84932e-11
0.42291,0.459485,5.00179e-08,0.00104699,9.86764e-11
0.42292,0.459501,5.00542e-08,0.00104718,9.88602e-11
0.42293,0.459518,5.00906e-08,0.00104738,9.90446e-11
0.42294,0.459534,5.01271e-08,0.00104757,9.92295e-11
0.42295,0.45955,5.01637e-08,0.00104777,9.94149e-11
0.42296,0.459566,5.02003e-08,0.00104797,9.96009e-11
0.42297,0.459582,5.02371e-08,0.00104816,9.97875e-11
0.42298,0.459598,5.02739e-08,0.00104836,9.99747e-11
0.42299,0.459614,5.03108e-08,0.00104855,1.00162e-10
0.423,0.460848,7.33185e-08,0.00108913,1.3592e-10
0.42301,0.460865,7.33618e-08,0.00108934,1.36121e-10
0.42302,0.460882,7.34053e-08,0.00108955,1.36323e-10
0.42303,0.460899,7.34488e-08,0.00108976,1.36525e-10
0.42304,0.460915,7.34924e-08,0.00108997,1.36728e-10
0.42305,0.460932,7.35361e-08,0.00109018,1.36932e-10
0.42306,0.460949,7.35799e-08,0.00109039,1.37136e-10
0.42307,0.460966,7.36238e-08,0.00109059,1.3734e-10
0.42308,0.460982,7.36677e-08,0.0010908,1.37545e-10
0.42309,0.460999,7.37118e-08,0.00109101,1.37751e-10
0.4231,0.461016,7.37559e-08,0.00109122,1.37957e-10
0.42311,0.461033,7.38002e-08,0.00109143,1.38164e-10
0.42312,0.461049,7.38445e-08,0.00109164,1.38371e-10
0.42313,0.461066,7.38889e-08,0.00109185,1.38579e-10
0.42314,0.461083,7.39335e-08,0.00109206,1.38787e-10
0.42315,0.4611,7.39781e-08,0.00109227,1.38996e-10
0.42316,0.461117,7.40228e-08,0.00109248,1.39206e-10
0.42317,0.461133,7.40675e-08,0.00109269,1.39416e-10
0.42318,0.46115,7.41124e-08,0.00109291,1.39626e-10
0.42319,0.461167,7.41574e-08,0.00109312,1.39838e-10
0.4232,0.461184,7.42025e-08,0.00109333,1.40049e-10
0.42321,0.4612,7.42476e-08,0.00109354,1.40262e-10
0.42322,0.461217,7.42929e-08,0.00109375,1.40474e-10
0.42323,0.461234,7.43382e-08,0.00109396,1.40688e-10
0.42324,0.461251,7.43836e-08,0.00109417,1.40902e-10
0.42325,0.461268,7.44292e-08,0.00109438,1.41116e-10
0.42326,0.461284,7.44748e-08,0.00109459,1.41331e-10
0.42327,0.461301,7.45205e-08,0.00109481,1.41547e-10
0.42328,0.461318,7.45663e-08,0.00109502,1.41763e-10
0.42329,0.461335,7.46122e-08,0.00109523,1.4198e-10
0.4233,0.461352,7.46582e-08,0.00109544,1.42197e-10
0.42331,0.461369,7.47043e-08,0.00109565,1.42415e-10
0.42332,0.461385,7.47505e-08,0.00109587,1.42634e-10
0.42333,0.461402,7.47968e-08,0.00109608,1.42853e-10
0.42334,0.461419,7.48432e-08,0.00109629,1.43072e-10
0.42335,0.461436,7.48896e-08,0.0010965,1.43293e-10
