0.42,0.422,0.424,0.426,0.428,0.43,0.432,0.434,0.436,0.438,0.44,0.442,0.444,0.446,0.448 
0.478516,0.503255,0.430339,0.502279,0.425781,0.479492,0.513672,0.410156,0.54362,0.818359,0.920247,0.484701,0.953125,0.954753,0.88151
0.489258,0.421875,0.44987,0.501302,0.47819,0.480794,0.519531,0.466146,0.547852,0.918945,0.894531,0.463216,0.966471,0.92513,0.895182
0.467122,0.454753,0.44401,0.53776,0.483398,0.47526,0.557292,0.446615,0.543945,0.897135,0.908854,0.507161,0.987305,0.879883,0.940755
0.497396,0.441081,0.425781,0.488281,0.461263,0.488607,0.545573,0.458659,0.534505,0.907878,0.921549,0.522786,0.970052,0.915039,0.900716
0.47526,0.461589,0.454427,0.41862,0.473958,0.484375,0.532878,0.461589,0.505208,0.800781,0.916341,0.513672,0.959635,0.936523,0.95931
0.50651,0.421224,0.466471,0.495443,0.453451,0.469076,0.552083,0.491536,0.49056,0.908854,0.907552,0.535807,0.949544,0.950846,0.880534
0.506836,0.44987,0.430013,0.44401,0.482747,0.48112,0.566081,0.429036,0.483073,0.800781,0.910807,0.557617,0.957682,0.94987,0.918945
0.532552,0.449544,0.445312,0.486328,0.489909,0.530924,0.532878,0.467448,0.501628,0.944661,0.914714,0.550456,0.948893,0.919922,0.951172
0.535156,0.485677,0.458984,0.499349,0.452799,0.555013,0.507812,0.474609,0.506185,0.964844,0.901367,0.561198,0.942708,0.920573,0.961589
0.535807,0.421224,0.450846,0.491536,0.461263,0.536784,0.495768,0.494141,0.502604,0.915365,0.926758,0.563802,0.956706,0.94401,0.932943
0.505534,0.467773,0.423177,0.519531,0.436198,0.477865,0.492513,0.492513,0.478841,0.903971,0.909505,0.56901,0.954427,0.941406,0.959961
0.50293,0.437826,0.406576,0.499023,0.483724,0.468424,0.486979,0.515299,0.503906,0.947917,0.916341,0.597005,0.953451,0.931641,0.950195
0.458984,0.457682,0.472005,0.474935,0.473633,0.460286,0.530924,0.49707,0.513346,0.89388,0.957031,0.604167,0.953776,0.935872,0.957357
0.459961,0.428385,0.469076,0.420573,0.459635,0.460286,0.500326,0.521484,0.493815,0.902344,0.960612,0.619466,0.938151,0.939128,0.944336
0.429362,0.458333,0.437174,0.436198,0.49707,0.482747,0.469727,0.537109,0.527995,0.937174,0.927409,0.661458,0.929036,0.834635,0.924479
0.443685,0.450521,0.510742,0.438477,0.508464,0.479492,0.437174,0.514323,0.516927,0.840495,0.92513,0.693034,0.953451,0.862956,0.938477
0.419922,0.455729,0.470052,0.44694,0.479818,0.496094,0.436849,0.527344,0.486003,0.95638,0.919922,0.75,0.958984,0.822266,0.889648
0.484049,0.455078,0.454102,0.498372,0.50293,0.468424,0.411133,0.50944,0.45931,0.938802,0.932943,0.779297,0.950521,0.908203,0.931966
0.505859,0.430664,0.464518,0.489258,0.489909,0.485026,0.409505,0.471354,0.453125,0.879232,0.946615,0.792643,0.940755,0.924154,0.920573
0.467122,0.474284,0.41569,0.47526,0.458333,0.503906,0.44694,0.454427,0.476888,0.907227,0.9375,0.8125,0.932943,0.959635,0.923177
0.479818,0.476237,0.44043,0.432617,0.415365,0.511719,0.436849,0.442057,0.445638,0.876628,0.931966,0.859375,0.91862,0.902018,0.929036
0.472982,0.41862,0.539062,0.492513,0.425781,0.477539,0.454427,0.443034,0.471354,0.882161,0.90625,0.900065,0.951497,0.880534,0.970052
0.486979,0.460612,0.500326,0.511068,0.432943,0.450195,0.449219,0.434245,0.451823,0.881185,0.877604,0.910807,0.953125,0.865234,0.922852
0.458008,0.466471,0.504883,0.513346,0.436849,0.43457,0.429362,0.44694,0.435547,0.905924,0.86263,0.900716,0.949219,0.874674,0.933594
0.477539,0.488607,0.504883,0.492188,0.422526,0.467122,0.42806,0.463216,0.433594,0.857747,0.829427,0.915365,0.932617,0.891927,0.945964
0.473633,0.493164,0.455404,0.542643,0.468099,0.421224,0.419596,0.488281,0.4375,0.908529,0.847331,0.905599,0.87793,0.929036,0.90918
