Beta,Avg Plaq,Plaq Sus,Jackknife Action Var,Jackknife Sus Var
0.4,0.42314820470000003,0.0001636426134477979,0.0003740332430517953,4.787761489796213e-06
0.405,0.4297709978,0.00017776406330439516,0.00039744093300122537,5.183368815093102e-06
0.41,0.4374158353,0.00019846338074517393,0.0003841988870326225,6.259434719389669e-06
0.415,0.44518265869999996,0.0002031159486808143,0.00027775521232858535,5.857614866936907e-06
0.42,0.45390763129999995,0.0002186569046631603,0.0003948250704399732,6.47413265842256e-06
0.425,0.46367298419999997,0.0002443450047961504,0.0004151998862176598,8.494971213530567e-06
0.43,0.47376759659999995,0.00026678076527186843,0.00042892553706941057,8.613846626499122e-06
0.435,0.4847759886000001,0.00028866801072487,0.0003626050656046542,7.550757684945391e-06
0.44,0.9140477223,0.00026659621145938274,0.0006144083109715848,1.7764627059005115e-05
0.445,0.9237641256000001,0.00021566601379042466,0.000377133505474802,8.261802693559129e-06
0.45,0.9315517137000001,0.0001780248753699323,0.0003627327921780789,6.090171246720958e-06
0.455,0.9380422478,0.00015401328492759515,0.00021717455961110612,4.313499928940644e-06
0.46,0.9440271406,0.00013251467973263167,0.0002828656139775708,4.486888858936542e-06
0.465,0.9491282403000001,0.00011481183853255593,0.00024244170097496823,3.653510468669446e-06
0.47,0.9533644585,0.00010021354016247776,0.00024345038441972618,3.5717840497133905e-06
0.475,0.9571624088,8.503933630748258e-05,0.00024412538009443546,2.2958996652130418e-06
0.48,0.9604744872,7.564080264803616e-05,0.00022742036586384973,2.225696504421052e-06
0.485,0.9633598028,6.584516051771216e-05,0.0002004563454095892,2.637598106507315e-06
0.49,0.9660322124000003,5.684887794748623e-05,0.00016694957015107872,1.2092905172890244e-06
0.495,0.967913275,5.2382756392775e-05,0.00019142385328157623,1.878631827141404e-06
