Beta,Avg Plaq,Plaq Sus,Jackknife Action Var,Jackknife Sus Var
0.4,0.4259811516,0.0008269000516810173,0.0007027681148090007,2.7826744468440912e-05
0.405,0.43178199650000004,0.0008880219619034879,0.0005883361745203612,2.5636371507303128e-05
0.41,0.43858863810000004,0.0009321685404191283,0.0006829993574780154,3.794064164154021e-05
0.415,0.4461109727,0.0010329012485045547,0.000771159428023238,3.7713595396849055e-05
0.42,0.4540282497,0.0011052808191563499,0.0009092363381055468,4.541354316083152e-05
0.425,0.46366474450000006,0.0014024124728344199,0.0008922957612125649,0.00021189196575049918
0.43,0.48112538850000003,0.005019933180031367,0.003274489300139738,0.0012732025133333244
0.435,0.6677779958000001,0.045115168394176786,0.051722177876441656,0.0027645097677925076
0.44,0.9010738250999999,0.00732298463945111,0.011256443950809667,0.00419384695684675
0.445,0.9253746117,0.001281239893291523,0.0009258570959798721,0.00021500628404469467
0.45,0.9330279269999999,0.0008592542027030709,0.0006054629652207889,3.486823299201536e-05
0.455,0.9395040042999999,0.0007072754840096814,0.0006652338431962836,2.5486468735418934e-05
0.46,0.9443573231,0.0006037594441873063,0.0005120174193853616,2.1031420520181166e-05
0.465,0.9485119408,0.0005371236950452953,0.00044203438855555384,2.0026920834514296e-05
0.47,0.9523687157,0.00046598610080507354,0.0004841565965311883,1.6067803809674234e-05
0.475,0.9559060529999999,0.0004080069752999909,0.000530508892187157,1.628694284445593e-05
0.48,0.9587819338000001,0.0003600804098382176,0.0004424368933841734,1.319284640922209e-05
0.485,0.9616743501999999,0.00033656283531016,0.00046311087273417635,1.3758201387261177e-05
0.49,0.9643303387,0.00028923602678458226,0.00034265135590670886,1.1316020339559623e-05
0.495,0.9663790324,0.00026577026405995025,0.0003424291455872435,9.774824564778863e-06
