Lattice_Size, Critical_Beta, FWHM, Peak, Critical_Beta_SEM, FWM_SEM,Peak_SEM
3, 0.4308511552036498, 0.018856446898107903, 0.047226805765946976, 0.0005590027250509401,0.0006760926456420033, 0.00037479057260885037
4,0.43523039285151216,0.004843225389419598, 0.055226494792413795, 0.0007368433232127253, 0.0003197913401403504, 0.0006874311655742729
