0.4,0.405,0.41,0.415,0.42,0.425,0.43,0.435,0.44,0.445,0.45,0.455,0.46,0.465,0.47,0.475,0.48,0.485,0.49,0.495 
0.424805,0.47526,0.431966,0.388021,0.484701,0.487956,0.529622,0.592448,0.907552,0.924154,0.924805,0.958008,0.927409,0.948242,0.965169,0.976562,0.967448,0.942708,0.972982,0.967448
0.408529,0.466146,0.415365,0.427083,0.470378,0.457682,0.591146,0.53125,0.889974,0.91569,0.89974,0.958008,0.955729,0.952148,0.959635,0.969727,0.941732,0.950521,0.964844,0.957031
0.451172,0.469401,0.370768,0.429362,0.514323,0.498372,0.429688,0.48763,0.895182,0.912435,0.938802,0.940755,0.932943,0.983724,0.963867,0.980794,0.963542,0.953776,0.962565,0.954753
0.404297,0.432292,0.494466,0.419922,0.427734,0.434896,0.474935,0.493815,0.89681,0.887044,0.938151,0.946615,0.938802,0.94987,0.9375,0.966797,0.958984,0.974935,0.970703,0.964518
0.366536,0.427734,0.458659,0.43099,0.389648,0.411458,0.496745,0.44401,0.963216,0.931641,0.942383,0.965169,0.921549,0.928385,0.936523,0.948893,0.960286,0.952474,0.949219,0.977865
0.466146,0.375326,0.410482,0.417969,0.455729,0.433594,0.493815,0.480143,0.913737,0.914388,0.958008,0.920247,0.968099,0.964193,0.939128,0.937826,0.963542,0.949219,0.949544,0.984375
0.458659,0.45638,0.437174,0.426107,0.464193,0.447917,0.539388,0.444336,0.922201,0.909831,0.903971,0.939453,0.941081,0.94401,0.971354,0.961589,0.987956,0.989258,0.958984,0.981445
0.434245,0.428711,0.444661,0.420573,0.439128,0.431315,0.623372,0.484375,0.881836,0.904297,0.932617,0.929362,0.974935,0.966471,0.96582,0.985677,0.958333,0.984701,0.985026,0.982422
0.409831,0.404297,0.446615,0.460286,0.434245,0.427083,0.441406,0.550456,0.90918,0.977214,0.979492,0.88444,0.939128,0.949544,0.955078,0.947917,0.982747,0.976237,0.975911,0.972005
0.502279,0.389974,0.420573,0.417643,0.435872,0.447591,0.438477,0.428711,0.953776,0.912435,0.938477,0.908203,0.949544,0.947591,0.952799,0.952148,0.95638,0.982096,0.974935,0.949544
0.392578,0.418294,0.44694,0.451823,0.42806,0.434245,0.455078,0.522786,0.927734,0.961263,0.934245,0.969401,0.948242,0.958333,0.97819,0.945638,0.950846,0.952148,0.963542,0.968424
0.407878,0.449544,0.387695,0.443034,0.420247,0.509115,0.552083,0.465169,0.907878,0.936849,0.959961,0.961263,0.931641,0.950846,0.95638,0.941406,0.972331,0.972656,0.948242,0.940755
0.421549,0.362305,0.413086,0.423828,0.414714,0.465495,0.498372,0.507812,0.955404,0.94401,0.957031,0.929688,0.965495,0.958659,0.920247,0.926432,0.977214,0.968424,0.945964,0.957031
0.368164,0.376628,0.427409,0.480469,0.421875,0.489909,0.42513,0.469401,0.924154,0.956055,0.958008,0.952148,0.920573,0.935221,0.980469,0.979818,0.957682,0.952148,0.977214,0.946289
0.366862,0.435221,0.473958,0.374674,0.443685,0.467122,0.500326,0.526367,0.96582,0.897461,0.969727,0.950521,0.983073,0.95931,0.947266,0.948893,0.938802,0.983398,0.965169,0.963542
0.425781,0.425456,0.446289,0.570312,0.390951,0.480794,0.509115,0.463542,0.943034,0.972005,0.927083,0.9375,0.969727,0.944987,0.942383,0.958008,0.950195,0.970052,0.937174,0.963216
0.406901,0.444987,0.445312,0.439453,0.440104,0.446615,0.447591,0.535807,0.922526,0.965169,0.89681,0.933919,0.954102,0.955729,0.96582,0.972982,0.961914,0.968099,0.936198,0.943034
0.432943,0.410482,0.407878,0.448242,0.44401,0.433594,0.420247,0.503255,0.932292,0.945638,0.93457,0.900716,0.970052,0.980794,0.95638,0.957357,0.955078,0.936198,0.964844,0.980469
0.424805,0.382487,0.443034,0.44694,0.414388,0.501302,0.420247,0.493815,0.923177,0.931315,0.938802,0.938151,0.906576,0.939453,0.938151,0.969401,0.986654,0.975586,0.966146,0.964844
0.48112,0.447591,0.418945,0.403646,0.454102,0.473307,0.477214,0.459635,0.899414,0.947917,0.956055,0.90918,0.921875,0.970378,0.929036,0.953125,0.917643,0.966797,0.966797,0.976237
0.47526,0.416667,0.445312,0.450846,0.41862,0.480469,0.433268,0.448893,0.923177,0.961263,0.960612,0.953451,0.947591,0.945312,0.960938,0.962565,0.950195,0.981771,0.976888,0.972656
0.466471,0.410807,0.444336,0.446289,0.501953,0.421875,0.511068,0.485026,0.954102,0.938477,0.970378,0.902344,0.990234,0.97526,0.953125,0.974609,0.931966,0.983073,0.956055,0.958333
0.476237,0.450846,0.422201,0.469401,0.443034,0.431315,0.474935,0.888997,0.555013,0.936523,0.967773,0.989258,0.94694,0.938477,0.967448,0.94694,0.939453,0.986328,0.979492,0.974609
0.432943,0.434245,0.458333,0.455729,0.443685,0.460286,0.549805,0.482096,0.896484,0.96582,0.929036,0.93099,0.94694,0.94987,0.943685,0.944987,0.963216,0.968099,0.973958,0.983398
0.436523,0.416341,0.405599,0.42806,0.437174,0.437826,0.476237,0.520833,0.879883,0.934245,0.939779,0.918945,0.971029,0.951497,0.95638,0.931315,0.972982,0.940104,0.99056,0.932617
0.419596,0.439453,0.461589,0.431641,0.428711,0.421549,0.460612,0.511719,0.946289,0.867839,0.945964,0.926107,0.921224,0.916341,0.982422,0.951497,0.943685,0.936198,0.951823,1
0.461914,0.421224,0.440104,0.463867,0.474609,0.417969,0.458008,0.524089,0.890299,0.897786,0.958984,0.976237,0.939453,0.952799,0.962565,0.953776,0.987305,0.947591,0.923828,0.98112
0.40625,0.433268,0.458008,0.448242,0.441081,0.523112,0.427409,0.449544,0.934896,0.91862,0.89388,0.938151,0.947266,0.947591,0.979167,0.94987,0.985352,0.952148,0.982096,0.974935
0.444987,0.463542,0.441081,0.468424,0.384766,0.441406,0.500977,0.448893,0.911784,0.936849,0.961589,0.945638,0.950846,0.971354,0.929036,0.951823,0.955078,0.959961,0.951497,0.974935
0.40918,0.437174,0.41276,0.471354,0.505859,0.452474,0.460612,0.46875,0.957357,0.937174,0.919922,0.962565,0.964844,0.929688,0.963867,0.948242,0.970378,0.971029,0.898438,0.967773
0.390625,0.41862,0.501953,0.452799,0.483398,0.440104,0.461263,0.488607,0.876628,0.957357,0.927083,0.903646,0.966146,0.970052,0.962891,0.933919,0.913737,0.967448,0.973958,0.970052
0.443034,0.427734,0.408854,0.418945,0.445964,0.470052,0.478841,0.456706,0.862956,0.89681,0.911133,0.94401,0.919271,0.969727,0.976562,0.974284,0.975586,0.954427,0.973307,0.942057
0.391276,0.386068,0.411133,0.437826,0.417969,0.458008,0.513672,0.466471,0.879557,0.929688,0.923503,0.950846,0.913086,0.982747,0.926107,0.976888,0.980143,0.972656,0.994466,0.987956
0.420247,0.511393,0.440104,0.367188,0.452799,0.462891,0.459635,0.511393,0.870443,0.927734,0.942057,0.945964,0.989583,0.946615,0.945312,0.977214,0.960938,0.924479,0.959635,0.985677
0.425781,0.386719,0.485352,0.470052,0.470378,0.419271,0.460938,0.506185,0.943034,0.911784,0.974935,0.941081,0.967773,0.870768,0.960612,0.955404,0.969727,0.992513,0.930013,0.989258
0.417969,0.414062,0.429036,0.40332,0.464518,0.547526,0.474935,0.442057,0.979492,0.938802,0.972982,0.90625,0.892253,0.966797,0.974284,0.94694,0.985026,0.894857,0.944987,0.969727
0.401367,0.392578,0.448568,0.455404,0.425456,0.389323,0.481445,0.555664,0.927409,0.929688,0.926107,0.963867,0.947266,0.927409,0.964518,0.952148,0.916992,0.953451,0.958659,0.971029
0.443034,0.399414,0.450521,0.371745,0.380859,0.456055,0.37793,0.545898,0.96224,0.940755,0.89388,0.951172,0.905924,0.943359,0.942708,0.97168,0.97819,0.957357,0.934896,0.968099
0.396484,0.415039,0.442057,0.428711,0.448242,0.412109,0.518229,0.462891,0.895508,0.890951,0.919922,0.831706,0.949219,0.959961,0.942057,0.94401,0.972331,0.950521,0.977214,0.979492
0.399414,0.429688,0.429688,0.455729,0.424805,0.46224,0.501953,0.460286,0.845378,0.949219,0.893555,0.932292,0.920573,0.966471,0.93099,0.961914,0.951823,0.948568,0.962565,0.964518
0.416992,0.398438,0.514974,0.475911,0.421875,0.433594,0.425781,0.485026,0.833333,0.945312,0.879232,0.892253,0.972982,0.925781,0.902344,0.96582,0.974935,0.931641,0.94694,0.975911
0.387695,0.406576,0.432617,0.42806,0.44043,0.469076,0.549805,0.482747,0.940755,0.870768,0.962565,0.842448,0.983073,0.910807,0.947917,0.952474,0.923503,0.951497,0.980794,0.970703
0.378581,0.452148,0.464193,0.471354,0.428385,0.44401,0.478516,0.455078,0.958659,0.908203,0.972331,0.949544,0.873372,0.891927,0.947591,0.926432,0.964193,0.956055,0.952148,0.953125
0.439779,0.464518,0.413737,0.477214,0.429688,0.422852,0.415365,0.415365,0.927734,0.924154,0.938477,0.945964,0.942383,0.873372,0.951823,0.969727,0.950195,0.954427,0.953776,0.962891
0.405924,0.469401,0.433919,0.459961,0.463216,0.441081,0.468099,0.494141,0.927083,0.927734,0.954102,0.958008,0.916341,0.966471,0.936198,0.974609,0.947266,0.92806,0.948568,0.973307
0.41276,0.436523,0.46582,0.413086,0.459635,0.451172,0.464518,0.458333,0.959635,0.866862,0.953776,0.939779,0.944987,0.950846,0.964518,0.96875,0.95931,0.954102,0.962565,0.962565
0.475586,0.427409,0.41862,0.41276,0.425456,0.415039,0.456706,0.54069,0.963867,0.948568,0.948893,0.935872,0.916341,0.962891,0.973633,0.964844,0.967773,0.970703,0.936198,0.95931
0.414062,0.398438,0.418945,0.432617,0.479818,0.404622,0.404622,0.550781,0.943034,0.939453,0.96224,0.958659,0.948568,0.968424,0.971029,0.973958,0.970378,0.936198,0.905273,0.96224
0.372396,0.435872,0.461914,0.455729,0.39388,0.456055,0.530273,0.441081,0.916341,0.980143,0.949219,0.951823,0.957357,0.972656,0.957357,0.960612,0.970703,0.976237,0.961914,0.977214
