0.42,0.422,0.424,0.426,0.428,0.43,0.432,0.434,0.436,0.438,0.44,0.442,0.444,0.446,0.448 
0.507202,0.933128,0.492798,0.458848,0.596708,0.487654,0.455761,0.856996,0.633745,0.433128,0.553498,0.755144,0.986626,0.833333,0.77572
0.466049,0.700617,0.460905,0.475309,0.573045,0.443416,0.419753,0.527778,0.723251,0.715021,0.579218,0.843621,0.97428,0.954733,0.851852
0.829218,0.47428,0.427984,0.544239,0.555556,0.396091,0.555556,0.540123,0.747942,0.99177,0.591564,0.890947,0.92284,0.729424,0.863169
0.83642,0.353909,0.453704,0.584362,0.49177,0.451646,0.41358,0.504115,0.751029,0.494856,0.58642,0.839506,0.927984,0.9393,0.907407
0.426955,0.432099,0.469136,0.623457,0.470165,0.401235,0.441358,0.460905,0.764403,0.481481,0.635802,0.76749,0.94856,0.906379,0.949588
0.562757,0.495885,0.513374,0.639918,0.429012,0.445473,0.394033,0.441358,0.79321,0.890947,0.561728,0.799383,0.915638,0.968107,0.967078
0.445473,0.366255,0.542181,0.670782,0.50823,0.581276,0.794239,0.529835,0.88786,0.523663,0.57716,0.861111,0.940329,0.701646,0.940329
0.471193,0.562757,0.512346,0.737654,0.62037,0.608025,0.915638,0.808642,0.933128,0.877572,0.536008,0.858025,1,0.990741,0.82716
0.451646,0.449588,0.502058,0.726337,0.593621,0.659465,0.630658,0.937243,0.877572,0.940329,0.541152,0.942387,0.904321,0.947531,0.996914
0.489712,0.498971,0.442387,0.690329,0.544239,0.647119,0.674897,0.959877,0.777778,0.885802,0.489712,0.960905,0.921811,0.897119,0.936214
0.4393,0.419753,0.442387,0.659465,0.462963,0.705761,0.518519,1,0.755144,0.590535,0.510288,0.97428,0.863169,0.789095,0.942387
0.869342,0.449588,0.36214,0.667695,0.427984,0.697531,0.520576,0.930041,0.843621,0.968107,0.598765,0.963992,0.955761,0.738683,0.809671
0.559671,0.965021,0.412551,0.603909,0.386831,0.751029,0.481481,0.88786,0.92284,0.907407,0.559671,0.863169,0.868313,0.955761,0.912551
0.487654,0.848765,0.402263,0.576132,0.331276,0.81893,0.973251,0.914609,0.945473,0.93107,0.570988,0.841564,0.883745,0.890947,0.884774
0.473251,0.665638,0.412551,0.570988,0.409465,0.781893,0.838477,0.523663,0.909465,0.9393,0.520576,0.889918,0.951646,0.894033,0.971193
0.546296,0.429012,0.450617,0.458848,0.454733,0.723251,0.925926,0.547325,0.838477,0.966049,0.502058,0.925926,0.977366,0.565844,0.947531
