beta,avg_plaq,plaq_var,avg_sus,sus_var
0.43561,0.770612,0.000143169,0.0381601,3.00682e-06
0.43562,0.770797,0.000143029,0.0381363,3.01699e-06
0.43563,0.770983,0.000142888,0.0381124,3.02714e-06
0.43564,0.771168,0.000142748,0.0380885,3.0373e-06
0.43565,0.771353,0.000142607,0.0380646,3.04744e-06
0.43566,0.771538,0.000142466,0.0380406,3.05758e-06
0.43567,0.771723,0.000142326,0.0380166,3.06771e-06
0.43568,0.771907,0.000142185,0.0379926,3.07783e-06
0.43569,0.772092,0.000142044,0.0379685,3.08795e-06
0.4357,0.772276,0.000141903,0.0379443,3.09806e-06
0.43571,0.772461,0.000141762,0.0379202,3.10816e-06
0.43572,0.772645,0.000141621,0.037896,3.11825e-06
0.43573,0.772829,0.00014148,0.0378717,3.12833e-06
0.43574,0.773013,0.000141338,0.0378475,3.13841e-06
0.43575,0.773197,0.000141197,0.0378231,3.14848e-06
0.43576,0.773381,0.000141056,0.0377988,3.15853e-06
0.43577,0.773564,0.000140914,0.0377744,3.16859e-06
0.43578,0.773748,0.000140773,0.03775,3.17863e-06
0.43579,0.773931,0.000140631,0.0377255,3.18866e-06
0.4358,0.774115,0.00014049,0.037701,3.19868e-06
0.43581,0.774298,0.000140348,0.0376765,3.2087e-06
0.43582,0.774481,0.000140206,0.0376519,3.2187e-06
0.43583,0.774664,0.000140065,0.0376273,3.2287e-06
0.43584,0.774847,0.000139923,0.0376027,3.23868e-06
0.43585,0.775029,0.000139781,0.037578,3.24866e-06
0.43586,0.775212,0.000139639,0.0375533,3.25862e-06
0.43587,0.775394,0.000139497,0.0375285,3.26858e-06
0.43588,0.775577,0.000139355,0.0375037,3.27852e-06
0.43589,0.775759,0.000139213,0.0374789,3.28846e-06
0.4359,0.775941,0.000139071,0.0374541,3.29838e-06
0.43591,0.776123,0.000138928,0.0374292,3.3083e-06
0.43592,0.776305,0.000138786,0.0374043,3.3182e-06
0.43593,0.776486,0.000138644,0.0373793,3.32809e-06
0.43594,0.776668,0.000138501,0.0373543,3.33797e-06
0.43595,0.776849,0.000138359,0.0373293,3.34784e-06
0.43596,0.777031,0.000138216,0.0373042,3.3577e-06
0.43597,0.777212,0.000138074,0.0372791,3.36755e-06
0.43598,0.777393,0.000137931,0.037254,3.37738e-06
0.43599,0.777574,0.000137789,0.0372288,3.38721e-06
0.436,0.777755,0.000137646,0.0372036,3.39702e-06
0.43601,0.777936,0.000137503,0.0371784,3.40682e-06
0.43602,0.778116,0.00013736,0.0371531,3.41661e-06
0.43603,0.778297,0.000137217,0.0371278,3.42638e-06
0.43604,0.778477,0.000137074,0.0371025,3.43615e-06
0.43605,0.778658,0.000136931,0.0370771,3.4459e-06
0.43606,0.778838,0.000136788,0.0370517,3.45563e-06
0.43607,0.779018,0.000136645,0.0370263,3.46536e-06
0.43608,0.779198,0.000136502,0.0370008,3.47507e-06
0.43609,0.779377,0.000136359,0.0369753,3.48477e-06
0.4361,0.779557,0.000136216,0.0369498,3.49446e-06
0.43611,0.779736,0.000136073,0.0369243,3.50413e-06
0.43612,0.779916,0.000135929,0.0368987,3.51379e-06
0.43613,0.780095,0.000135786,0.036873,3.52343e-06
0.43614,0.780274,0.000135643,0.0368474,3.53306e-06
0.43615,0.780453,0.000135499,0.0368217,3.54268e-06
0.43616,0.780632,0.000135356,0.036796,3.55229e-06
0.43617,0.780811,0.000135212,0.0367702,3.56188e-06
0.43618,0.78099,0.000135069,0.0367444,3.57145e-06
0.43619,0.781168,0.000134925,0.0367186,3.58101e-06
0.4362,0.781347,0.000134781,0.0366928,3.59056e-06
0.43621,0.781525,0.000134638,0.0366669,3.60009e-06
0.43622,0.781703,0.000134494,0.036641,3.60961e-06
0.43623,0.781881,0.00013435,0.0366151,3.61911e-06
0.43624,0.782059,0.000134206,0.0365891,3.6286e-06
0.43625,0.782237,0.000134062,0.0365631,3.63807e-06
0.43626,0.782414,0.000133918,0.0365371,3.64753e-06
0.43627,0.782592,0.000133774,0.036511,3.65697e-06
0.43628,0.782769,0.00013363,0.0364849,3.6664e-06
0.43629,0.782946,0.000133486,0.0364588,3.67581e-06
0.4363,0.783123,0.000133342,0.0364327,3.68521e-06
0.43631,0.7833,0.000133198,0.0364065,3.69459e-06
0.43632,0.783477,0.000133054,0.0363803,3.70395e-06
0.43633,0.783654,0.00013291,0.0363541,3.7133e-06
0.43634,0.783831,0.000132766,0.0363278,3.72263e-06
0.43635,0.784007,0.000132621,0.0363015,3.73194e-06
0.43636,0.784184,0.000132477,0.0362752,3.74124e-06
0.43637,0.78436,0.000132333,0.0362489,3.75052e-06
0.43638,0.784536,0.000132188,0.0362225,3.75979e-06
0.43639,0.784712,0.000132044,0.0361961,3.76904e-06
0.4364,0.784888,0.0001319,0.0361697,3.77827e-06
0.43641,0.785063,0.000131755,0.0361432,3.78749e-06
0.43642,0.785239,0.000131611,0.0361167,3.79668e-06
0.43643,0.785414,0.000131466,0.0360902,3.80587e-06
0.43644,0.78559,0.000131322,0.0360637,3.81503e-06
0.43645,0.785765,0.000131177,0.0360371,3.82418e-06
0.43646,0.78594,0.000131032,0.0360105,3.8333e-06
0.43647,0.786115,0.000130888,0.0359839,3.84241e-06
0.43648,0.78629,0.000130743,0.0359572,3.85151e-06
0.43649,0.786465,0.000130598,0.0359305,3.86058e-06
0.4365,0.786639,0.000130453,0.0359038,3.86964e-06
0.43651,0.786814,0.000130309,0.0358771,3.87868e-06
0.43652,0.786988,0.000130164,0.0358503,3.8877e-06
0.43653,0.787162,0.000130019,0.0358236,3.8967e-06
0.43654,0.787336,0.000129874,0.0357968,3.90569e-06
0.43655,0.78751,0.000129729,0.0357699,3.91465e-06
0.43656,0.787684,0.000129584,0.0357431,3.9236e-06
0.43657,0.787857,0.000129439,0.0357162,3.93253e-06
0.43658,0.788031,0.000129294,0.0356893,3.94144e-06
0.43659,0.788204,0.000129149,0.0356623,3.95033e-06
0.4366,0.788378,0.000129004,0.0356354,3.9592e-06
0.43661,0.788551,0.000128859,0.0356084,3.96805e-06
0.43662,0.788724,0.000128714,0.0355813,3.97689e-06
0.43663,0.788897,0.000128569,0.0355543,3.9857e-06
0.43664,0.789069,0.000128424,0.0355272,3.99449e-06
0.43665,0.789242,0.000128279,0.0355002,4.00327e-06
0.43666,0.789414,0.000128134,0.035473,4.01202e-06
0.43667,0.789587,0.000127988,0.0354459,4.02076e-06
0.43668,0.789759,0.000127843,0.0354187,4.02947e-06
0.43669,0.789931,0.000127698,0.0353916,4.03817e-06
0.4367,0.790103,0.000127553,0.0353644,4.04684e-06
0.43671,0.790275,0.000127407,0.0353371,4.0555e-06
0.43672,0.790446,0.000127262,0.0353099,4.06413e-06
0.43673,0.790618,0.000127117,0.0352826,4.07275e-06
0.43674,0.790789,0.000126971,0.0352553,4.08134e-06
0.43675,0.790961,0.000126826,0.035228,4.08992e-06
0.43676,0.791132,0.000126681,0.0352006,4.09847e-06
0.43677,0.791303,0.000126535,0.0351732,4.107e-06
0.43678,0.791474,0.00012639,0.0351458,4.11551e-06
0.43679,0.791644,0.000126244,0.0351184,4.124e-06
0.4368,0.791815,0.000126099,0.035091,4.13247e-06
0.43681,0.791985,0.000125953,0.0350635,4.14092e-06
0.43682,0.792156,0.000125808,0.035036,4.14935e-06
0.43683,0.792326,0.000125662,0.0350085,4.15775e-06
0.43684,0.792496,0.000125517,0.034981,4.16613e-06
0.43685,0.792666,0.000125371,0.0349534,4.1745e-06
0.43686,0.792836,0.000125226,0.0349259,4.18284e-06
0.43687,0.793005,0.00012508,0.0348983,4.19116e-06
0.43688,0.793175,0.000124935,0.0348707,4.19945e-06
0.43689,0.793344,0.000124789,0.034843,4.20773e-06
0.4369,0.793514,0.000124643,0.0348154,4.21598e-06
0.43691,0.793683,0.000124498,0.0347877,4.22421e-06
0.43692,0.793852,0.000124352,0.03476,4.23242e-06
0.43693,0.794021,0.000124207,0.0347323,4.24061e-06
0.43694,0.794189,0.000124061,0.0347045,4.24878e-06
0.43695,0.794358,0.000123915,0.0346768,4.25692e-06
0.43696,0.794526,0.00012377,0.034649,4.26504e-06
0.43697,0.794695,0.000123624,0.0346212,4.27313e-06
0.43698,0.794863,0.000123478,0.0345934,4.28121e-06
0.43699,0.795031,0.000123333,0.0345655,4.28926e-06
0.437,0.807548,1.79975e-06,0.0324182,8.48928e-08
0.43701,0.807705,1.79633e-06,0.032389,8.48839e-08
0.43702,0.807863,1.79292e-06,0.0323597,8.48746e-08
0.43703,0.80802,1.78951e-06,0.0323305,8.48647e-08
0.43704,0.808177,1.7861e-06,0.0323013,8.48544e-08
0.43705,0.808334,1.7827e-06,0.032272,8.48436e-08
0.43706,0.80849,1.7793e-06,0.0322428,8.48323e-08
0.43707,0.808647,1.7759e-06,0.0322135,8.48205e-08
0.43708,0.808804,1.77251e-06,0.0321842,8.48082e-08
0.43709,0.80896,1.76912e-06,0.0321549,8.47955e-08
0.4371,0.809116,1.76573e-06,0.0321256,8.47822e-08
0.43711,0.809272,1.76235e-06,0.0320963,8.47685e-08
0.43712,0.809428,1.75896e-06,0.032067,8.47543e-08
0.43713,0.809584,1.75559e-06,0.0320377,8.47397e-08
0.43714,0.809739,1.75221e-06,0.0320084,8.47245e-08
0.43715,0.809895,1.74884e-06,0.031979,8.47089e-08
0.43716,0.81005,1.74547e-06,0.0319497,8.46928e-08
0.43717,0.810206,1.74211e-06,0.0319203,8.46762e-08
0.43718,0.810361,1.73875e-06,0.031891,8.46591e-08
0.43719,0.810516,1.73539e-06,0.0318616,8.46416e-08
0.4372,0.81067,1.73204e-06,0.0318322,8.46236e-08
0.43721,0.810825,1.72869e-06,0.0318028,8.46051e-08
0.43722,0.810979,1.72534e-06,0.0317734,8.45862e-08
0.43723,0.811134,1.722e-06,0.031744,8.45668e-08
0.43724,0.811288,1.71866e-06,0.0317146,8.45469e-08
0.43725,0.811442,1.71532e-06,0.0316852,8.45265e-08
0.43726,0.811596,1.71199e-06,0.0316558,8.45057e-08
0.43727,0.81175,1.70866e-06,0.0316264,8.44844e-08
0.43728,0.811903,1.70533e-06,0.0315969,8.44627e-08
0.43729,0.812057,1.70201e-06,0.0315675,8.44404e-08
0.4373,0.81221,1.69869e-06,0.0315381,8.44178e-08
0.43731,0.812363,1.69537e-06,0.0315086,8.43946e-08
0.43732,0.812516,1.69206e-06,0.0314792,8.4371e-08
0.43733,0.812669,1.68875e-06,0.0314497,8.43469e-08
0.43734,0.812822,1.68544e-06,0.0314202,8.43224e-08
0.43735,0.812975,1.68214e-06,0.0313907,8.42974e-08
0.43736,0.813127,1.67884e-06,0.0313613,8.4272e-08
0.43737,0.81328,1.67555e-06,0.0313318,8.42461e-08
0.43738,0.813432,1.67225e-06,0.0313023,8.42197e-08
0.43739,0.813584,1.66897e-06,0.0312728,8.41929e-08
0.4374,0.813736,1.66568e-06,0.0312433,8.41657e-08
0.43741,0.813888,1.6624e-06,0.0312138,8.41379e-08
0.43742,0.814039,1.65912e-06,0.0311843,8.41098e-08
0.43743,0.814191,1.65585e-06,0.0311548,8.40811e-08
0.43744,0.814342,1.65258e-06,0.0311252,8.40521e-08
0.43745,0.814493,1.64931e-06,0.0310957,8.40226e-08
0.43746,0.814644,1.64605e-06,0.0310662,8.39926e-08
0.43747,0.814795,1.64279e-06,0.0310367,8.39622e-08
0.43748,0.814946,1.63954e-06,0.0310071,8.39313e-08
0.43749,0.815097,1.63629e-06,0.0309776,8.39e-08
0.4375,0.815247,1.63304e-06,0.030948,8.38683e-08
0.43751,0.815397,1.62979e-06,0.0309185,8.38361e-08
0.43752,0.815548,1.62655e-06,0.0308889,8.38035e-08
0.43753,0.815698,1.62332e-06,0.0308594,8.37704e-08
0.43754,0.815848,1.62008e-06,0.0308298,8.37369e-08
0.43755,0.815997,1.61685e-06,0.0308002,8.37029e-08
0.43756,0.816147,1.61363e-06,0.0307707,8.36686e-08
0.43757,0.816296,1.61041e-06,0.0307411,8.36337e-08
0.43758,0.816446,1.60719e-06,0.0307115,8.35985e-08
0.43759,0.816595,1.60397e-06,0.030682,8.35628e-08
0.4376,0.816744,1.60076e-06,0.0306524,8.35267e-08
0.43761,0.816893,1.59756e-06,0.0306228,8.34902e-08
0.43762,0.817042,1.59435e-06,0.0305932,8.34532e-08
0.43763,0.81719,1.59115e-06,0.0305636,8.34158e-08
0.43764,0.817339,1.58796e-06,0.030534,8.33779e-08
0.43765,0.817487,1.58477e-06,0.0305044,8.33397e-08
0.43766,0.817635,1.58158e-06,0.0304748,8.3301e-08
0.43767,0.817783,1.5784e-06,0.0304452,8.32619e-08
0.43768,0.817931,1.57522e-06,0.0304157,8.32224e-08
0.43769,0.818079,1.57204e-06,0.0303861,8.31824e-08
0.4377,0.818226,1.56887e-06,0.0303564,8.31421e-08
0.43771,0.818374,1.5657e-06,0.0303268,8.31013e-08
0.43772,0.818521,1.56253e-06,0.0302972,8.30601e-08
0.43773,0.818668,1.55937e-06,0.0302676,8.30184e-08
0.43774,0.818815,1.55622e-06,0.030238,8.29764e-08
0.43775,0.818962,1.55306e-06,0.0302084,8.2934e-08
0.43776,0.819109,1.54991e-06,0.0301788,8.28911e-08
0.43777,0.819256,1.54677e-06,0.0301492,8.28478e-08
0.43778,0.819402,1.54363e-06,0.0301196,8.28041e-08
0.43779,0.819548,1.54049e-06,0.03009,8.276e-08
0.4378,0.819695,1.53736e-06,0.0300604,8.27155e-08
0.43781,0.819841,1.53423e-06,0.0300307,8.26706e-08
0.43782,0.819986,1.5311e-06,0.0300011,8.26253e-08
0.43783,0.820132,1.52798e-06,0.0299715,8.25796e-08
0.43784,0.820278,1.52486e-06,0.0299419,8.25335e-08
0.43785,0.820423,1.52175e-06,0.0299123,8.2487e-08
0.43786,0.820569,1.51864e-06,0.0298827,8.24401e-08
0.43787,0.820714,1.51553e-06,0.0298531,8.23927e-08
0.43788,0.820859,1.51243e-06,0.0298235,8.2345e-08
0.43789,0.821004,1.50933e-06,0.0297938,8.22969e-08
0.4379,0.821148,1.50624e-06,0.0297642,8.22484e-08
0.43791,0.821293,1.50315e-06,0.0297346,8.21995e-08
0.43792,0.821437,1.50007e-06,0.029705,8.21502e-08
0.43793,0.821582,1.49698e-06,0.0296754,8.21005e-08
0.43794,0.821726,1.49391e-06,0.0296458,8.20505e-08
0.43795,0.82187,1.49083e-06,0.0296162,8.2e-08
0.43796,0.822014,1.48776e-06,0.0295866,8.19492e-08
0.43797,0.822157,1.4847e-06,0.029557,8.18979e-08
0.43798,0.822301,1.48164e-06,0.0295273,8.18463e-08
0.43799,0.822444,1.47858e-06,0.0294977,8.17943e-08
0.438,0.822588,1.47553e-06,0.0294681,8.17419e-08
0.43801,0.822731,1.47248e-06,0.0294385,8.16892e-08
0.43802,0.822874,1.46943e-06,0.0294089,8.16361e-08
0.43803,0.823017,1.46639e-06,0.0293793,8.15825e-08
0.43804,0.823159,1.46336e-06,0.0293497,8.15287e-08
0.43805,0.823302,1.46032e-06,0.0293202,8.14744e-08
0.43806,0.823444,1.45729e-06,0.0292906,8.14197e-08
0.43807,0.823587,1.45427e-06,0.029261,8.13647e-08
0.43808,0.823729,1.45125e-06,0.0292314,8.13094e-08
0.43809,0.823871,1.44823e-06,0.0292018,8.12536e-08
0.4381,0.824013,1.44522e-06,0.0291722,8.11975e-08
0.43811,0.824154,1.44221e-06,0.0291426,8.1141e-08
0.43812,0.824296,1.43921e-06,0.0291131,8.10842e-08
0.43813,0.824437,1.43621e-06,0.0290835,8.1027e-08
0.43814,0.824579,1.43321e-06,0.0290539,8.09694e-08
0.43815,0.82472,1.43022e-06,0.0290243,8.09115e-08
0.43816,0.824861,1.42724e-06,0.0289948,8.08532e-08
0.43817,0.825002,1.42425e-06,0.0289652,8.07945e-08
0.43818,0.825142,1.42127e-06,0.0289357,8.07355e-08
0.43819,0.825283,1.4183e-06,0.0289061,8.06761e-08
0.4382,0.825423,1.41533e-06,0.0288766,8.06164e-08
0.43821,0.825563,1.41236e-06,0.028847,8.05564e-08
0.43822,0.825704,1.4094e-06,0.0288175,8.04959e-08
0.43823,0.825844,1.40644e-06,0.0287879,8.04352e-08
0.43824,0.825983,1.40349e-06,0.0287584,8.03741e-08
0.43825,0.826123,1.40054e-06,0.0287288,8.03126e-08
0.43826,0.826263,1.3976e-06,0.0286993,8.02508e-08
0.43827,0.826402,1.39466e-06,0.0286698,8.01886e-08
0.43828,0.826541,1.39172e-06,0.0286403,8.01262e-08
0.43829,0.82668,1.38879e-06,0.0286108,8.00633e-08
0.4383,0.826819,1.38586e-06,0.0285812,8.00001e-08
0.43831,0.826958,1.38293e-06,0.0285517,7.99366e-08
0.43832,0.827097,1.38001e-06,0.0285222,7.98728e-08
0.43833,0.827235,1.3771e-06,0.0284927,7.98086e-08
0.43834,0.827374,1.37419e-06,0.0284632,7.97441e-08
0.43835,0.827512,1.37128e-06,0.0284338,7.96792e-08
0.43836,0.82765,1.36838e-06,0.0284043,7.96141e-08
0.43837,0.827788,1.36548e-06,0.0283748,7.95486e-08
0.43838,0.827926,1.36259e-06,0.0283453,7.94827e-08
0.43839,0.828064,1.3597e-06,0.0283159,7.94166e-08
0.4384,0.828201,1.35681e-06,0.0282864,7.93501e-08
0.43841,0.828339,1.35393e-06,0.0282569,7.92833e-08
0.43842,0.828476,1.35105e-06,0.0282275,7.92162e-08
0.43843,0.828613,1.34818e-06,0.028198,7.91487e-08
0.43844,0.82875,1.34531e-06,0.0281686,7.90809e-08
0.43845,0.828887,1.34245e-06,0.0281392,7.90128e-08
0.43846,0.829024,1.33959e-06,0.0281097,7.89444e-08
0.43847,0.82916,1.33673e-06,0.0280803,7.88757e-08
0.43848,0.829296,1.33388e-06,0.0280509,7.88067e-08
0.43849,0.829433,1.33103e-06,0.0280215,7.87374e-08
0.4385,0.829569,1.32819e-06,0.0279921,7.86677e-08
0.43851,0.829705,1.32535e-06,0.0279627,7.85977e-08
0.43852,0.829841,1.32252e-06,0.0279333,7.85275e-08
0.43853,0.829976,1.31969e-06,0.0279039,7.84569e-08
0.43854,0.830112,1.31686e-06,0.0278745,7.8386e-08
0.43855,0.830247,1.31404e-06,0.0278452,7.83149e-08
0.43856,0.830383,1.31123e-06,0.0278158,7.82434e-08
0.43857,0.830518,1.30842e-06,0.0277865,7.81716e-08
0.43858,0.830653,1.30561e-06,0.0277571,7.80995e-08
0.43859,0.830787,1.3028e-06,0.0277278,7.80271e-08
0.4386,0.830922,1.3e-06,0.0276984,7.79545e-08
0.43861,0.831057,1.29721e-06,0.0276691,7.78815e-08
0.43862,0.831191,1.29442e-06,0.0276398,7.78083e-08
0.43863,0.831325,1.29163e-06,0.0276105,7.77347e-08
0.43864,0.831459,1.28885e-06,0.0275812,7.76609e-08
0.43865,0.831593,1.28607e-06,0.0275519,7.75868e-08
0.43866,0.831727,1.2833e-06,0.0275226,7.75124e-08
0.43867,0.831861,1.28053e-06,0.0274933,7.74377e-08
0.43868,0.831995,1.27777e-06,0.027464,7.73627e-08
0.43869,0.832128,1.27501e-06,0.0274348,7.72874e-08
0.4387,0.832261,1.27225e-06,0.0274055,7.72119e-08
0.43871,0.832394,1.2695e-06,0.0273763,7.71361e-08
0.43872,0.832527,1.26676e-06,0.027347,7.706e-08
0.43873,0.83266,1.26401e-06,0.0273178,7.69836e-08
0.43874,0.832793,1.26128e-06,0.0272886,7.6907e-08
0.43875,0.832925,1.25854e-06,0.0272593,7.683e-08
0.43876,0.833058,1.25581e-06,0.0272301,7.67529e-08
0.43877,0.83319,1.25309e-06,0.0272009,7.66754e-08
0.43878,0.833322,1.25037e-06,0.0271717,7.65977e-08
0.43879,0.833454,1.24765e-06,0.0271426,7.65197e-08
0.4388,0.833586,1.24494e-06,0.0271134,7.64414e-08
0.43881,0.833718,1.24223e-06,0.0270842,7.63629e-08
0.43882,0.833849,1.23953e-06,0.0270551,7.62841e-08
0.43883,0.833981,1.23683e-06,0.0270259,7.62051e-08
0.43884,0.834112,1.23414e-06,0.0269968,7.61258e-08
0.43885,0.834243,1.23145e-06,0.0269677,7.60462e-08
0.43886,0.834374,1.22876e-06,0.0269385,7.59664e-08
0.43887,0.834505,1.22608e-06,0.0269094,7.58863e-08
0.43888,0.834636,1.22341e-06,0.0268803,7.5806e-08
0.43889,0.834766,1.22073e-06,0.0268513,7.57254e-08
0.4389,0.834897,1.21807e-06,0.0268222,7.56446e-08
0.43891,0.835027,1.2154e-06,0.0267931,7.55635e-08
0.43892,0.835157,1.21275e-06,0.026764,7.54822e-08
0.43893,0.835287,1.21009e-06,0.026735,7.54006e-08
0.43894,0.835417,1.20744e-06,0.026706,7.53188e-08
0.43895,0.835547,1.2048e-06,0.0266769,7.52368e-08
0.43896,0.835676,1.20215e-06,0.0266479,7.51545e-08
0.43897,0.835806,1.19952e-06,0.0266189,7.50719e-08
0.43898,0.835935,1.19689e-06,0.0265899,7.49892e-08
0.43899,0.836064,1.19426e-06,0.0265609,7.49062e-08
0.439,0.840104,5.95295e-05,0.0254902,3.84499e-06
0.43901,0.840227,5.94047e-05,0.0254619,3.84232e-06
0.43902,0.840351,5.92801e-05,0.0254337,3.83964e-06
0.43903,0.840475,5.91557e-05,0.0254055,3.83695e-06
0.43904,0.840598,5.90314e-05,0.0253773,3.83424e-06
0.43905,0.840721,5.89074e-05,0.0253491,3.83151e-06
0.43906,0.840845,5.87835e-05,0.0253209,3.82877e-06
0.43907,0.840967,5.86598e-05,0.0252927,3.82601e-06
0.43908,0.84109,5.85363e-05,0.0252646,3.82323e-06
0.43909,0.841213,5.8413e-05,0.0252364,3.82044e-06
0.4391,0.841336,5.82899e-05,0.0252083,3.81764e-06
0.43911,0.841458,5.81669e-05,0.0251802,3.81482e-06
0.43912,0.84158,5.80442e-05,0.0251521,3.81199e-06
0.43913,0.841703,5.79216e-05,0.025124,3.80914e-06
0.43914,0.841825,5.77992e-05,0.0250959,3.80627e-06
0.43915,0.841947,5.7677e-05,0.0250678,3.80339e-06
0.43916,0.842068,5.7555e-05,0.0250398,3.8005e-06
0.43917,0.84219,5.74332e-05,0.0250118,3.79759e-06
0.43918,0.842311,5.73115e-05,0.0249837,3.79466e-06
0.43919,0.842433,5.71901e-05,0.0249557,3.79172e-06
0.4392,0.842554,5.70688e-05,0.0249277,3.78877e-06
0.43921,0.842675,5.69477e-05,0.0248998,3.7858e-06
0.43922,0.842796,5.68268e-05,0.0248718,3.78282e-06
0.43923,0.842917,5.67061e-05,0.0248439,3.77982e-06
0.43924,0.843037,5.65855e-05,0.0248159,3.77681e-06
0.43925,0.843158,5.64652e-05,0.024788,3.77378e-06
0.43926,0.843278,5.6345e-05,0.0247601,3.77074e-06
0.43927,0.843399,5.6225e-05,0.0247322,3.76769e-06
0.43928,0.843519,5.61053e-05,0.0247043,3.76462e-06
0.43929,0.843639,5.59856e-05,0.0246765,3.76154e-06
0.4393,0.843759,5.58662e-05,0.0246486,3.75844e-06
0.43931,0.843878,5.5747e-05,0.0246208,3.75533e-06
0.43932,0.843998,5.56279e-05,0.024593,3.7522e-06
0.43933,0.844117,5.5509e-05,0.0245652,3.74907e-06
0.43934,0.844237,5.53904e-05,0.0245374,3.74591e-06
0.43935,0.844356,5.52719e-05,0.0245096,3.74275e-06
0.43936,0.844475,5.51535e-05,0.0244818,3.73957e-06
0.43937,0.844594,5.50354e-05,0.0244541,3.73638e-06
0.43938,0.844713,5.49174e-05,0.0244264,3.73317e-06
0.43939,0.844831,5.47997e-05,0.0243987,3.72995e-06
0.4394,0.84495,5.46821e-05,0.024371,3.72672e-06
0.43941,0.845068,5.45647e-05,0.0243433,3.72347e-06
0.43942,0.845186,5.44475e-05,0.0243156,3.72021e-06
0.43943,0.845305,5.43305e-05,0.024288,3.71694e-06
0.43944,0.845423,5.42136e-05,0.0242603,3.71366e-06
0.43945,0.84554,5.4097e-05,0.0242327,3.71036e-06
0.43946,0.845658,5.39805e-05,0.0242051,3.70705e-06
0.43947,0.845776,5.38642e-05,0.0241775,3.70372e-06
0.43948,0.845893,5.37481e-05,0.0241499,3.70039e-06
0.43949,0.84601,5.36322e-05,0.0241224,3.69704e-06
0.4395,0.846128,5.35164e-05,0.0240948,3.69367e-06
0.43951,0.846245,5.34009e-05,0.0240673,3.6903e-06
0.43952,0.846361,5.32855e-05,0.0240398,3.68691e-06
0.43953,0.846478,5.31703e-05,0.0240123,3.68351e-06
0.43954,0.846595,5.30553e-05,0.0239848,3.6801e-06
0.43955,0.846711,5.29405e-05,0.0239574,3.67668e-06
0.43956,0.846828,5.28259e-05,0.0239299,3.67324e-06
0.43957,0.846944,5.27114e-05,0.0239025,3.66979e-06
0.43958,0.84706,5.25972e-05,0.0238751,3.66633e-06
0.43959,0.847176,5.24831e-05,0.0238477,3.66286e-06
0.4396,0.847292,5.23692e-05,0.0238203,3.65937e-06
0.43961,0.847408,5.22555e-05,0.0237929,3.65588e-06
0.43962,0.847523,5.21419e-05,0.0237656,3.65237e-06
0.43963,0.847639,5.20286e-05,0.0237382,3.64885e-06
0.43964,0.847754,5.19154e-05,0.0237109,3.64531e-06
0.43965,0.847869,5.18024e-05,0.0236836,3.64177e-06
0.43966,0.847984,5.16896e-05,0.0236563,3.63821e-06
0.43967,0.848099,5.1577e-05,0.0236291,3.63465e-06
0.43968,0.848214,5.14646e-05,0.0236018,3.63107e-06
0.43969,0.848328,5.13524e-05,0.0235746,3.62748e-06
0.4397,0.848443,5.12403e-05,0.0235474,3.62388e-06
0.43971,0.848557,5.11284e-05,0.0235202,3.62027e-06
0.43972,0.848672,5.10167e-05,0.023493,3.61664e-06
0.43973,0.848786,5.09052e-05,0.0234658,3.61301e-06
0.43974,0.8489,5.07939e-05,0.0234387,3.60936e-06
0.43975,0.849013,5.06827e-05,0.0234116,3.6057e-06
0.43976,0.849127,5.05717e-05,0.0233845,3.60204e-06
0.43977,0.849241,5.04609e-05,0.0233574,3.59836e-06
0.43978,0.849354,5.03503e-05,0.0233303,3.59467e-06
0.43979,0.849468,5.02399e-05,0.0233032,3.59097e-06
0.4398,0.849581,5.01297e-05,0.0232762,3.58726e-06
0.43981,0.849694,5.00196e-05,0.0232492,3.58354e-06
0.43982,0.849807,4.99098e-05,0.0232221,3.5798e-06
0.43983,0.849919,4.98001e-05,0.0231952,3.57606e-06
0.43984,0.850032,4.96906e-05,0.0231682,3.57231e-06
0.43985,0.850145,4.95812e-05,0.0231412,3.56854e-06
0.43986,0.850257,4.94721e-05,0.0231143,3.56477e-06
0.43987,0.850369,4.93631e-05,0.0230874,3.56099e-06
0.43988,0.850481,4.92543e-05,0.0230605,3.55719e-06
0.43989,0.850593,4.91457e-05,0.0230336,3.55339e-06
0.4399,0.850705,4.90373e-05,0.0230067,3.54957e-06
0.43991,0.850817,4.89291e-05,0.0229799,3.54575e-06
0.43992,0.850929,4.8821e-05,0.022953,3.54192e-06
0.43993,0.85104,4.87132e-05,0.0229262,3.53807e-06
0.43994,0.851152,4.86055e-05,0.0228994,3.53422e-06
0.43995,0.851263,4.84979e-05,0.0228726,3.53035e-06
0.43996,0.851374,4.83906e-05,0.0228459,3.52648e-06
0.43997,0.851485,4.82835e-05,0.0228191,3.5226e-06
0.43998,0.851596,4.81765e-05,0.0227924,3.51871e-06
0.43999,0.851706,4.80697e-05,0.0227657,3.51481e-06
0.44,0.851817,4.79631e-05,0.022739,3.51089e-06
0.44001,0.851927,4.78567e-05,0.0227124,3.50697e-06
0.44002,0.852038,4.77504e-05,0.0226857,3.50304e-06
0.44003,0.852148,4.76444e-05,0.0226591,3.49911e-06
0.44004,0.852258,4.75385e-05,0.0226325,3.49516e-06
0.44005,0.852368,4.74328e-05,0.0226059,3.4912e-06
0.44006,0.852478,4.73273e-05,0.0225793,3.48723e-06
0.44007,0.852587,4.72219e-05,0.0225527,3.48326e-06
